"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K00156",951.71,449.52,1163.56,909.29,1321.29,583.67,390.53,516.69,535.76,442.26,2879.92,977.17,634.51,2577.47,229.33,662.54,507.57,309.06,111.83,253.51,116.5,310.77,781.81,1557.37,1234.82,991.63,1294.65,898.29,944.34
"K00158",373.7,119.86,166.94,268.87,630.02,386.67,91.62,205.08,237.42,200.45,1202.75,362.78,79.66,252.66,142.07,516.83,311.5,204.83,7.67,208,12.58,226.33,474.5,1047.08,631.83,325.46,832.62,521.66,514.74
"K00161",2146.76,644.07,1399.88,1966.98,3365.89,1858.28,408.68,1624.63,3509.46,1172.35,5108.1,2283.9,301.24,818.38,451.76,1428.6,1267.72,599.79,58.7,629.37,187.99,853.65,2108.74,4161.86,3690.5,2569.18,4015.24,2139,2007.79
"K00162",2049.09,632.74,1341.3,1913.23,3238.73,1819.95,413.02,1581.96,3504.29,1145.51,4954.77,2279.4,286.91,811.21,410.59,1292.94,1135.39,556.45,55.7,608.37,175.66,797.31,2095.57,4002.03,3541.33,2463.26,3979.41,2037,1929.62
"K00163",3325.21,806.67,2028.57,1863.54,2519.93,2133.09,5676.72,1171.32,3476.34,4666.3,6024.36,2139.06,721.78,2739.09,632.84,1325.09,1010.63,556.23,294.4,820.25,385.79,953.82,3272.28,3065.47,3366.89,2565.76,2584.23,2390.8,1871.14
"K00164",3321.71,892.94,2278.22,2050.9,2863.35,2182.26,5732.47,1298.01,4025.44,4759.3,5961.35,2101.04,714.69,2847.99,644.07,1262.79,919.96,521.62,296.12,878.83,417,945.05,3199.25,3401.25,3503.76,2578.32,3093,2473.97,1969.17
"K00166",704.02,179.49,207.41,418.72,814.76,527,5195.76,300.72,2940.43,4090.46,708.54,383.36,41.33,75.67,87.16,188.02,114.64,82.37,132.5,123.82,64.78,89,320,816.12,1096.7,732.33,1295.35,414.41,567.6
"K00167",704.02,179.49,207.41,418.72,814.76,527,5195.76,300.72,2940.43,4090.46,709.04,383.36,41.33,75.67,87.66,188.02,114.64,82.37,132.5,123.82,64.78,89.5,322.5,816.12,1096.7,732.33,1295.35,414.91,567.6
"K00169",1018.33,514.65,2527.15,2856.82,1398.68,712.14,243.66,1430.45,468.67,664.16,3125.5,1548.99,510.33,5269.5,441.49,783.82,644.82,299.6,297,685.9,200.6,663.5,1273.49,2190.99,1704.98,1653.99,2206.81,1452.47,1706.33
"K00170",1104.66,521.98,2542.15,2873.82,1414.35,748.13,244.66,1442.81,472.67,680.49,3241.5,1576.99,510.33,5272.5,466.82,805.15,653.15,308.83,298,696.83,201.5,676.83,1305.15,2294.65,1766.31,1706.99,2385.14,1504.46,1766
"K00171",488.5,158.32,314.82,546.32,638.18,440.81,97.33,680.65,104.17,307.99,2199.67,941.66,40.33,136.5,375.32,287.99,408.99,177.5,9,444.33,38.67,525.83,1030.32,1248.49,1069.98,992.49,1360.65,663.14,853.33
"K00172",1036,501.32,2484.82,2827.82,1322.68,726.81,228.33,1399.45,463.67,648.49,2978.17,1491.66,504.33,5239.5,429.82,675.49,524.49,283.6,295,674.23,179.27,576.83,1184.82,2133.99,1676.98,1585.99,2257.15,1390.14,1699.33
"K00174",2879.94,1202.65,4661.97,6057.35,5640.01,2162.69,889.39,4910.59,12304.44,3280.02,7225.96,3564.36,754.99,5524.34,1088.65,1309.44,1684.45,714.27,337,1641.39,367.51,1415.25,4995.98,6450.19,5875.05,5764.78,6452.95,3346.95,4315.9
"K00175",2869.69,1200.15,4652.47,6054.85,5637.26,2161.19,889.39,4902.09,12304.44,3275.52,7217.96,3548.11,754.99,5524.34,1088.65,1304.94,1678.45,712.27,337,1638.39,367.51,1412.75,4994.98,6441.19,5872.55,5756.78,6445.2,3339.95,4308.15
"K00176",619.94,252.34,1243.94,1875.21,2429.06,563.22,372,2008,8279.5,1599.5,1892.89,906.94,128,97.5,308.5,202.61,383.5,169.05,10,457,35.22,398.5,2116.27,2033.94,1831.71,1958.99,1866.06,972.77,1279.39
"K00177",868.44,328.34,1387.94,2242.71,2739.56,945.22,425.5,2924.5,8352.5,1809,3625.39,1510.44,156,178.5,612.5,406.61,806.5,304.05,15,877.5,58.72,795.5,2903.27,2905.94,2504.21,2598.99,2742.56,1333.27,1830.89
"K00179",956.72,345.63,1097.68,1956.42,2151.32,1110.23,332.5,2466.46,5634.01,1336.98,4730.12,1784.39,120.99,191.5,831.47,477.88,1016.49,361.61,27,1084.99,88.12,1069.5,2491.68,2585.36,2367.39,2629.31,2858.25,1309.16,2221.6
"K00180",905.55,328.31,1065.86,1930.76,2108.81,1069.41,327.83,2428.14,5624.34,1312.49,4597.28,1715.89,120.66,173.5,800.81,440.55,978.66,341.61,26,1048.49,86.45,1016.5,2357.86,2447.87,2251.57,2571.98,2784.76,1236.51,2096.77
"K00183",69.66,4.66,39.33,22.5,55.67,10.83,3.66,26.5,6,17.34,120.67,25,0,0.67,14.67,126.33,110.33,23,0,10.34,2.33,45.17,5.67,105.5,29.67,4.5,32.32,88.16,37.67
"K00184",799.83,469.66,2504.33,2544,1235.17,484.33,210.16,692,747,562.84,1574.17,875,494.5,5281.67,166.17,563.33,295.83,180.5,316,344.84,342.83,243.67,694.67,1771,1316.5,1230.5,1549.32,1069.16,1059.67
"K00185",627.5,430.33,2455.33,2499.5,1102.5,409.83,161.83,625.5,712,472.17,1429.83,803.33,456.5,4027,148.17,508.33,262.83,154.5,309,316.17,340.83,236.17,589.67,1518.5,1098.83,1044,1234.66,935.33,927
"K00186",236.17,72.32,120.82,327.66,283.51,260.82,41.17,504.82,51.67,145.99,1510.34,521.5,14.33,51.5,263.16,146.33,323.83,106.5,5,336,23.67,312.5,427.82,603.49,530.32,579.33,716.49,309.65,579.83
"K00187",240.5,76.32,120.82,328.66,284.18,265.15,41.5,505.82,52.67,146.66,1511.67,538.5,14.33,51.5,265.49,157.33,329.83,106.5,5,340.33,23.67,330.5,432.82,622.49,533.65,579.66,719.49,312.98,580.83
"K00188",240.5,76.32,120.82,328.66,284.18,265.15,41.5,505.82,52.67,146.66,1511.67,538.5,14.33,51.5,265.49,157.33,329.83,106.5,5,340.33,23.67,330.5,432.82,622.49,533.65,579.66,719.49,312.98,580.83
"K00189",199,62,116,320,266,238,37,491,49,140,1472,486,14,48,258,138,302,105,5,330,22,309,406,562,494,535,683,268,479
"K00192",143.34,39.3,57.64,70.32,140.69,126.79,14.51,80.46,15.34,47.81,334.85,175,0.66,37.5,45.15,51.32,76.32,46.16,1,74.83,3.34,110.16,253.97,366.64,252.47,145.99,194.64,202.95,181.33
"K00193",111.34,26.31,41.64,52.32,94.02,100.98,9.17,57.48,14.34,32.15,222.51,123,0.66,22.5,36.82,50.33,58.33,36.17,1,48.5,3.34,79.17,160.31,234.65,189.14,114.66,139.65,153.64,160.99
"K00194",100.34,31.31,45.32,56.66,100.68,93.13,10.51,58.8,11.67,28.48,230.18,125,0.33,22.5,36.49,51.32,46.32,36.49,1,48.83,1.67,79.49,150.98,236.31,164.15,94.33,142.98,139.96,149
"K00195",131.67,32.64,49.64,65.32,122.69,110.47,11.17,63.14,15.34,34.15,225.51,133,0.66,22.5,37.15,50.66,59.66,36.5,1,48.83,3.34,79.5,166.64,266.98,203.47,126.99,164.98,178.63,174.66
"K00196",158.5,27.32,72.82,98.66,197.18,88.15,22.5,85.82,23.67,95.66,221.67,175.5,2.33,17.5,36.49,66.33,43.83,10.5,1,27.33,1.67,33.5,122.82,321.49,310.65,249.66,240.49,184.98,124.83
"K00197",119.34,32.97,45.64,56.32,105.69,100.13,10.84,61.8,14.34,33.48,228.18,131,0.66,22.5,37.15,50.99,59.99,36.83,1,48.83,3.34,79.83,161.64,250.31,191.47,121.99,147.31,166.29,160.66
"K00198",108.11,18.65,34.08,33.2,82.25,96.37,15,87.98,12.34,59.32,405.56,190.78,2.66,44,47.65,61.11,82.33,28.89,1,73.33,3.56,91.67,259.75,327.43,285.85,190.65,163.21,163.41,84.21
"K00200",190.17,87.47,386.64,528.82,711.86,172.46,110.67,524.3,2745.84,466.65,291.01,187,37.66,29.5,45.48,71.49,86.49,50.83,1,73.66,6.34,89.33,652.14,564.31,524.8,499.32,446.31,336.62,371.66
"K00201",242.17,103.12,402.96,546.48,763.54,208.77,117.34,551.28,2749.51,487.97,401.35,249,37.99,44.5,54.47,72.15,119.15,61.16,1,99.99,8.01,120.66,759.12,713.96,616.45,561.65,508.63,412.26,488.66
"K00202",216.67,92.8,397.14,536.82,735.36,220.12,117.84,560.46,2745.84,493.31,536.68,294.5,37.66,63,65.98,79.82,126.32,69.66,1,131.66,6.34,152.16,830.3,751.47,625.8,543.99,518.14,372.28,464.83
"K00203",223.17,96.79,394.96,533.48,735.54,197.11,115.67,545.62,2748.51,486.31,398.68,238,37.99,44.5,54.47,71.82,118.82,60.83,1,99.99,8.01,120.33,752.46,682.3,603.45,548.98,483.3,388.6,474.99
"K00204",11.5,1,0.5,4,2.5,16,1.5,6.5,0,0,35,26.5,0,3.5,4.5,8,6.5,0.5,0,6,0,2.5,6.5,10.5,6,10,20.5,4,1.5
"K00205",149,43.97,57.64,79.32,150.36,129.46,16.67,80.3,12.34,45.98,391.01,197,0.66,38,35.98,61.99,90.99,50.33,0,75.66,3.34,108.33,241.3,378.64,271.3,158.99,216.31,216.62,253.33
"K00208",3402.37,908.32,2104.53,1810.09,2618.04,2027.69,496.53,1590.14,1125.82,788.24,4417.88,2125.09,227.88,1146.94,565.63,1383.56,845.23,534.4,139.11,835.24,390.03,919.69,3161.5,3787.73,3733.09,2675.16,2998.73,2106.84,1752.31
"K00209",2151.97,277.26,952.79,793.04,944.23,1016.33,5362.88,457.41,3189.2,4267.17,3387.37,715.85,529.64,1745.8,202.43,358.97,365.8,149.12,172.68,324.52,115.68,313.27,2267.29,982.6,1357.49,924.29,1286.27,1445.43,873.6
"K00210",0,1,0,0.33,0.67,1.33,0.33,0.33,0,0.33,4.33,0.33,0,0,1.33,0.33,1.66,0.67,0,0,0,0.33,0.67,1.67,0,2.33,1.66,0.58,1.25
"K00214",1.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
"K00215",5269.47,1673.88,5419.59,5633.71,5745.08,3407.9,6190.92,3231.07,7486.61,6102.88,9070.4,3889.64,1444.1,8509.6,968.88,2505.89,1675.69,924.25,619.79,1472.83,711.72,1497.96,5263.66,6928.85,6460.62,5220.24,6265.55,4491.91,4024.24
"K00216",759.41,390.64,1069.39,805.68,1140.59,457.84,198.1,410.96,520.09,380.14,2440.3,646.64,587.53,2558.15,163.41,532.64,347.32,224.66,105.12,208.99,124.83,241.46,556.96,1248.68,938.7,693.6,948.79,669.8,702.87
"K00217",15.59,1,1.67,4.92,34.91,6.5,1.33,0.67,0.17,2.17,17.5,26.92,14.33,8.17,0,22.33,2.33,0.34,0,0.33,0,4.17,6.75,22.83,8.17,11.17,30.92,3.17,10.42
"K00218",2.5,2.5,0,2,1,0.5,0,0.5,0,1.5,19,1.5,0,0,2,2.5,4.5,5,0,1.5,0,2,6,4,4,1,3,5,0
"K00219",2689.84,629.15,1887.68,1442.7,2151.67,1378.58,5575.04,759.38,3436.01,4477.67,4241.26,1183.43,686.43,2647.19,341.58,843.77,508.82,305.08,248.83,446.09,219.5,475.25,2709.41,2184.39,2122.88,1534.07,1999.31,1747.86,1367.02
"K00220",100.66,23.83,14,54,130.67,55,7.33,27,8.33,7.5,127.84,28.5,1,8.67,13,45.5,10,4,0,10.67,24,30.5,51.33,75.67,73.84,52,70.33,33,76.67
"K00221",2,0,1.25,6,11,3.75,0,0,0,0,5,0,0,0,6,0,0,1,0,0,0,0,1,2,1,8,2.25,3,1.25
"K00226",327.78,121.44,202.23,306.63,589.6,302.25,129.7,275.91,237.83,174.12,1293.08,487.44,96.33,300.44,99.65,559.33,244.5,157.66,10.17,165,25.41,220.83,467.58,746.66,513.99,343.97,699.61,433.82,347.32
"K00228",3011.23,770.78,2140.73,1757.35,2379.61,1781.92,5687.6,1067.32,3813.25,4664.81,5340.81,1670.8,692.53,2811.32,567.41,1109.89,742.66,408.91,288.12,735.74,404.72,855.55,2919.65,2811.14,2718.79,2154.96,2302.72,2238.24,1635.78
"K00230",1095.51,483.07,1197.35,1082.08,1561.36,701.74,5506.77,550.66,3243.76,4391.14,3849.78,826.97,639.19,2641.12,306.32,750.05,477.99,243.7,229.12,340.45,145.34,382.85,757.31,1532.46,1179.21,1019.54,1585.05,1330.11,1109.58
"K00231",740.11,206.91,296.32,489.63,882.32,622.97,93.65,391.96,245.69,204.27,961.79,742.2,36.41,49.67,116.16,293.87,260.55,153.56,17.5,196.27,47.38,156.5,555.25,1267.03,1449.58,925.72,1459.31,498.65,609.65
"K00232",158.99,37,60.9,104.41,221.31,96.8,25.8,77.6,12.43,28.14,170.92,167.84,25.33,21.17,28,106.77,24.99,28.34,7,30.8,3,41.41,93.5,259.58,163.21,116.63,157.96,114.98,95.22
"K00239",4939.05,1531.27,4896.1,4958.08,4705.19,3157.99,6040.56,2324.73,4654.95,5508.09,8785.63,3862.54,1302.1,8101.83,946.9,2245.79,1799.52,948.32,601.12,1404.77,709.27,1507.39,4850.79,6386.29,6081.63,4669.09,5669.88,4058.82,3686.3
"K00240",4887.06,1537.44,4874.6,4927.58,4668.53,3117.6,6039.17,2284.28,4650.45,5493.36,8600.29,3818.22,1302.1,8088.83,911.06,2123.85,1690.35,902.33,601.12,1363.21,706.94,1407.55,4797.63,6288.31,5996.91,4661.03,5616.27,3995.34,3681.08
"K00241",4344.81,1371.19,4672.6,4607,3982.95,2722.58,5925.57,1931.31,4423.28,5241.58,7610.71,3240.47,1217.27,8047.66,779.57,1835.47,1369.36,752.32,588.12,1201.19,623.44,1224.8,4010.21,5262.14,5092.47,3904.84,4893.72,3528.43,3178.88
"K00242",3147.8,771.61,2029.89,1786.6,2447.68,1857.86,5658.45,1122.04,3473.34,4631.84,5700.06,1894.05,702.86,2738.99,639.08,1313.27,988.15,511.25,283.12,803.68,416.05,970.72,3178.74,2925.3,3071.4,2297.73,2333.36,2334.06,1784.06
"K00243",1087.4,312.25,597.47,825.38,1332.98,853.64,5304.8,545.24,3352.6,4343.05,2468.43,760.52,151.83,467.44,191.32,540.46,364.3,220.83,155.67,365.9,101.22,290.5,744.3,1532.01,1480.32,1109.88,1929.39,1212.98,908.68
"K00244",1740.49,803.88,2076.53,1689.04,2319.6,993.28,5709.27,1221.81,3535.69,4675.4,5269.57,1147.53,754.68,3542.51,460.9,1347.06,726.76,467.92,296.12,583.98,199.51,592.5,1152.81,2521.88,1772.1,1471.78,2245.61,1785.9,1584.83
"K00245",1082.5,495.75,1193.28,1111.33,1554.86,680.41,5511.6,903.9,3248.42,4413.14,3699.94,686.29,625.53,2621.45,307.49,660.55,444.32,251.66,234.12,333.82,147.97,351.51,806.82,1556.8,1129.05,976.62,1510.55,1289.95,1106.25
"K00246",1069.5,485.25,1185.78,1101.17,1537.86,671.25,5509.77,893.57,3247.92,4405.31,3629.94,665.63,625.53,2617.45,297.66,647.39,437.16,248.66,233.12,327.82,147.97,344.68,746.32,1524.8,1103.22,957.79,1498.39,1248.79,1085.25
"K00247",851,401.75,1092.28,902.67,1163.69,572.92,350.27,480.57,523.92,412.31,3280.44,580.3,587.53,2556.45,229.66,560.39,376.16,202.66,105.12,287.32,119.47,320.68,599.32,1255.47,889.72,763.96,1124.39,1055.79,827.58
"K00248",168.11,77.08,42.97,41.52,206.12,175.75,29.76,121.75,36.85,129.1,197.54,145.52,25.5,9.92,20.75,107.6,42.63,25.1,15,26.25,11.1,82.75,261.67,331.2,250.7,254.88,187.36,148.98,127.84
"K00249",4514.15,666.24,1812.66,1338.05,2847.73,2925.05,262.68,941.18,540.01,615.4,3502.29,2009.34,244.66,193.79,356.26,1192.09,846.63,399.43,103,515.15,211.74,860.77,5103.17,3313.18,4415.43,2737.56,2801.43,1820.97,1616.86
"K00252",2094.86,322.52,1072.56,629.8,1102.51,974.79,164.26,369.97,722.75,294.06,1710.54,1020.18,85.66,230.04,155.58,571.13,446.16,182.76,46,200.36,87.16,291.12,2331.59,1394.97,1546.67,1126.79,1270.54,844.97,728.05
"K00253",2097.62,224.31,754.48,602.18,671.34,1022.06,5198.33,336.97,2919.33,4117.5,2638.62,614.78,74,104.87,158.75,259.78,287,98.97,142,277.92,107.25,296.7,2193.33,848.53,1251.96,857.81,1082.75,1258.59,753.43
"K00254",3268.97,845.11,2262.89,1908.68,2577.93,1873.69,5724.95,1506.84,3843.34,4754.84,5785.48,1925.71,722.86,2847.99,646.58,1356.35,1019.9,534.68,301.12,813.33,430.65,962.22,3179.07,3053.96,3110.81,2455.48,2487.11,2461.47,1837.15
"K00255",89.4,23.7,20.2,49.6,263,43.75,16,35.5,6,14.5,97.7,69.5,0,9.2,23.5,111.5,12,5.5,0,4.75,36.5,37.95,57.5,145.25,99.9,73.5,60,24.95,47.7
"K00257",6342.03,1272.26,3317.85,2931.99,4828.38,4381.63,10821.92,1682.58,6728.55,9049.3,8429.71,3473.98,591.63,1407.7,820.76,2217.24,1906.53,847.15,454.5,978.88,440.09,1386.85,6226.18,5957.57,6503.21,4640.99,5335.65,3849.31,3373.27
"K00259",3791.9,1080.78,3973.81,4353.85,3691.44,2405.71,5690.85,2343.04,6845.86,5330.69,5546.98,2692.65,712.74,5649.53,571.07,1310.16,913.39,533.03,479.5,1042.17,485.08,886.75,4042.01,4481.56,4541.64,3536.86,4550.2,2991.22,2736.38
"K00260",517.36,212.91,810.24,1202.22,1619.32,562.09,251.85,1157.59,5683.27,983.46,503.29,437.75,77.33,21,48.66,118.85,105.64,56.27,8,143.92,50.68,70.5,1184.75,1227.7,1539.36,1258.84,1512.61,554.86,786.63
"K00261",1703.73,642.19,2349.19,2648.15,3352.35,1213.65,635.82,2492.84,8744.58,2020.52,4393.26,1584.11,367.22,2336.29,582.92,1240.43,1141.99,418.03,100.32,739.36,263.42,909.48,3016.84,3479.49,3011.37,3278.51,2978.81,1826.95,2188.24
"K00262",2730.72,735.67,2167.29,1322.07,2200.97,1499.55,542.63,1179.09,1181.34,765.98,4227.02,1468.15,798.85,3209.43,331.57,1136.41,723.4,435.72,148.5,411.3,186.18,570.13,2755.06,2685.61,2451.25,1536.61,2187.63,1565.48,1389.16
"K00263",1986.08,299,1147.85,996.21,1459.85,945.2,5336.26,813.47,5692.77,4566.93,1015.32,722.23,110,118.67,89,205.49,172.8,119.81,136,237.15,73.31,139.25,2553.89,1387.34,1992.8,1204.63,1538.56,846.8,840.22
"K00265",3823.58,919.83,2232.16,2220.88,3034.18,2380.83,5723.63,1471.65,3709.44,4793.3,7135.5,2336.76,721.19,2759.99,743.9,1563.81,1167.95,572.99,297.62,1013.1,476.84,1141.88,3576.71,3662.65,4007.22,3038.09,3592.03,3019.83,2218.72
"K00266",5580.14,1694.99,5220.87,5983.9,5494.3,3808.87,6082.99,3693.51,4805.61,5937.9,12837.03,4929.24,1319.85,8143.16,1630.72,2382.42,2304.78,1060.74,611.62,2318.65,774.59,2239.63,5578.41,7639.95,7169.59,6175.02,7612.2,4942.96,4989.94
"K00270",80.2,47,37.3,89.1,172.4,156.5,7.1,64,33.1,37.1,181.2,63.5,1,4,22,43.6,33.3,23.1,4,58,1.1,20,18,193.2,385.2,111.3,338.2,57,82.6
"K00271",79.42,21.5,20.08,44,81.07,41.11,11.94,49.22,8.84,25.28,156.67,174.59,16.33,6.67,12,30.05,99.66,58.34,0,16.44,2,28,72.75,150.5,166.11,107.53,88.98,47.33,113.7
"K00273",96.42,32.5,36.75,66.67,120.74,51.92,11.83,79,1.84,31.17,235.84,192.92,19.33,6.67,28,21.83,114.66,68.34,0,10.58,2,19.25,109.25,232.08,277.84,161.09,174.09,80.91,156.09
"K00274",208.45,61.5,75.88,155.18,325.97,151.55,23.98,108.61,12.1,50.65,488.54,289.59,33.33,13.17,53,136.87,148.13,80.94,4,74.38,14.1,57.67,246,411.54,426.59,258.1,342.82,170.51,208.58
"K00275",3326.9,878.78,2247.64,1984.27,2843.42,2015.55,5739.81,1286.26,3855.93,4788.7,5901.32,2210.31,748.19,2839.66,628.91,1272.99,994.48,553.59,298.12,804.7,414.72,934.13,3325.82,3485.72,3370.84,2574.26,2855.68,2509.57,2021.27
"K00276",578.13,326.25,871.72,594.21,830.35,292.54,185.41,268.27,245.89,224.75,1718.84,576.27,146.79,912.86,141.65,496.16,308.19,181.8,65.15,155.62,71.88,189.28,379.98,1057.35,734.46,536.72,682.56,533.76,534.33
"K00278",4736.8,1508.28,4845.99,4966.22,4474.18,3114.55,5999.38,2579.84,4524.61,5514.6,8959.79,3633.81,1253.36,8056.99,1084.24,2082.42,1685.11,833.56,600.62,1524.83,704.86,1586.8,4530.96,6019.97,5693.36,4743.86,5711.25,3888.05,3685.48
"K00280",2,1,0,0,2,0.5,1,2,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,9.5,3,6,3,3.5,2,0
"K00281",2858.82,704.5,2123.61,1531.67,2095.01,1697.62,5623.54,799.04,3782.59,4614.25,4728.36,1455.13,718.11,2796.12,361.66,914.69,677.57,389.25,267.12,498.34,173.47,543.43,2842.32,2348.96,2392.16,1798.48,2148.54,1931.27,1501.86
"K00282",2208.16,926.99,3496.46,4521.82,3830.12,1612.86,598.01,2752.97,6374.1,1865.47,4583.73,2506.75,632.83,5279.67,732.33,1302.07,1071.47,472.98,334.5,1136.66,521.72,1053.84,2792.64,4587.84,4196.14,3933,4408.04,2449.79,2730.62
"K00283",2208.16,926.99,3496.46,4521.82,3830.12,1612.86,598.01,2752.97,6374.1,1865.47,4583.73,2506.75,632.83,5279.67,732.33,1302.07,1071.47,472.98,334.5,1136.66,521.72,1053.84,2792.64,4587.84,4196.14,3933,4408.04,2449.79,2730.62
"K00284",110.83,59.5,27.5,63,181,276,8,69.5,39,55.5,103,84.5,0,1,14.5,34.5,36.5,29,12,8.83,6,56,144.17,223.5,347,205.83,279,97,124.17
"K00285",3604.54,933.92,2658.3,1844.3,2317.38,2504.41,624.03,1327.92,1021.61,888.87,6443.36,1495.7,750.24,3498.09,470.16,1213.96,798.32,408.51,211.62,589.51,300.05,780.91,2913.45,2833.03,3079.89,2327.03,2634.46,2178.71,1684.16
"K00286",5743.76,1851.55,5668.45,6167.14,6340.59,4031.09,6271.02,3904.27,7830,6426.01,11197.5,4439.55,1850.16,9990.51,1238.81,2596.71,1978.41,1078.83,660.72,1872.25,788.58,1866.68,5793.18,8025.32,7435.08,6002.12,7545.04,4831.35,4641.29
"K00287",4083.08,1090.05,2691.63,2573.28,3949.13,2656.95,5982.65,1721.03,4188.1,5141.12,7430.52,2815.09,813.77,3149.42,777.39,2395.78,1354.86,712.13,317.63,1053.98,471.1,1298.38,3633.88,4861.22,4621.25,3274.48,4303.29,3252.47,2465.75
"K00290",126.12,33.03,42.09,117.66,122.91,65.33,25.19,386.05,24.84,53.67,299.42,86.67,17.33,6.67,9.25,34.08,21.08,25.1,4,34.56,5.1,25.51,198.08,245.32,144.67,119,173.05,116.66,97.76
"K00293",6,1,10,34,1,1,0,5,0,4,6,12,0,0,0,4,1,1,0,2,0,2,0,2,0,14,1,4,6
"K00294",663.8,225.5,457.26,505.6,789.8,565.26,139.95,383.56,584.11,285.4,1032.18,696.57,58.16,161.67,91.16,222.68,235.3,132.33,27,170.02,67.4,145.5,546.78,1157.23,1406.84,928.19,1444.9,500.18,537.94
"K00297",4361.72,1407.68,4976.6,5034.49,4554.36,2694.39,6211.39,2374.12,7162.35,5737.93,7755.13,2972.33,1352.44,8209.98,826.74,2011.99,1380.64,764.2,590.12,1177.76,664.91,1220,4605.54,5227.61,4739.99,4079.25,4553.6,3713.84,3211.42
"K00298",0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0
"K00299",1225.2,558.97,1230.95,1094.92,1814.13,931.8,400.09,711.36,733.17,523.59,3182.7,1107.69,668.35,2561.33,273.57,704.98,575.49,373.54,117.62,412.09,125.6,359.97,757.73,2044.71,1902.28,1251.46,1907.86,920.42,1043.92
"K00301",86.57,38,46.35,69.6,201.91,64.59,13.83,35.67,10.33,24.33,136.5,87.24,24.33,22.17,16.5,55.33,20.65,21.34,5,13.08,2,15.42,70.41,129.24,89.51,93.83,101.26,71.24,68.58
"K00302",603.88,223.67,598.47,1235.44,1281.27,625.64,198.19,1486.89,2839.58,744.19,3327.86,1175.72,102.33,151.17,545,367.44,653.33,225.45,13,704.69,78.11,702.42,1485.13,1634.14,1448.39,1675.02,1890.68,787.89,1261.22
"K00303",776.71,235,660.8,1269.36,1402.26,717.97,205.18,1534.89,2847.42,792.36,3561.69,1231.72,131.66,173.34,574.67,518.1,773.32,251.79,16,728.02,97.44,783.59,1547.22,1749.97,1602.22,1804.52,1913.68,880.05,1319.56
"K00304",42.32,18.5,12.58,95.08,80.33,34.36,4.36,14.22,1.91,8.02,100.75,60.16,17,20,6,44.72,16,2,3,10.36,3,23.75,40.16,68.92,38.28,82.52,63.23,30.5,26.94
"K00305",48.66,20,12.58,97.33,80.49,34.36,4.69,12.89,2.08,8.69,101.75,61.83,31.33,27.17,6,46.55,17,2.34,3,10.69,3,24.42,40.91,70.75,39.95,79.69,63.4,30.67,29.11
"K00311",2206.28,241.64,813.81,673.18,840.34,1278.39,5208.66,387.97,2930.66,4159.5,2839.95,738.44,77,127.87,208.42,398.11,422.33,134.97,145,306.59,124.58,401.37,2250.33,1032.2,1387.63,979.81,1137.08,1401.84,824.68
"K00313",444.84,180.01,208.31,370.85,1310.71,331.7,107.59,218.49,61.18,185.41,1134.19,427.02,20,88,107.12,238.72,211.17,100.52,10.2,73.67,30.44,278.51,472.76,1246.32,759.28,584.19,895.59,654.88,578.56
"K00314",1.33,0,0,0,1,0,0,1,0.33,0.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0.33,1.67,1.67,0,1.67,0.67,0
"K00315",10,10,7,143,7,9,0,3,0,3,15,11,0,16,2,10,5,1,0,0,0,14,16,13,15,67,2,3,3
"K00316",77.15,12.14,19.26,39.02,87.09,74.55,6.27,48.67,8.13,18.29,289.71,40.01,0.84,17.43,14.43,51.28,28.4,22.89,0.28,22.41,28.57,43.27,71.54,92.68,102.13,63.53,107.61,61.27,43.99
"K00317",4,0,0,4,16,0,1,0,0,2,10,5,0,1,0,14,1,0,0,0,0,4,4,11,3,3,2,0,0
"K00318",766.89,224.82,494.11,526.15,835.64,623.47,134.49,410.78,592.21,318.62,1221.83,690.46,62.16,186.67,117.83,333.72,357.93,167.21,32,242.14,82.61,212.17,629.84,1278.32,1504.94,998.94,1410.25,570.07,557.43
"K00319",90,21.32,39.32,50.66,84.68,91.15,8.5,51.82,11.67,27.16,222.17,114,0.33,22.5,36.49,50.33,45.33,35.5,1,48.83,1.67,78.5,146.32,211.99,161.15,84.66,131.99,122.98,145.33
"K00320",167.33,33.65,88.65,97.66,164.68,116.73,14.83,77.82,17.67,39.83,334.67,137.33,1.33,41.5,63.16,164.66,148.66,57.5,4,60.75,19,143.42,191.49,264.24,227.32,177.66,197.65,224.56,176.83
"K00322",2403.57,537.95,1783.73,1194.35,1580.6,1066.34,404.1,685.49,711.42,497.31,3997.47,1025.8,647.36,2584.82,282.41,707.72,475.66,284.75,113.12,448.65,144.22,402.47,2546.65,1803.22,1878.46,1252.3,1584.23,1544.66,1103.45
