"","CBN7.1","CBN6.2","CBN10.1","CBN10.2","CBN9.2","CBN13.2","CBN1.1","CBN11.1","CBN17.1","CBN12.1","CBN16.1","CBN13.1"
"K16135",226.41,170.5,85.09,87.71,45.77,89.79,97.26,227.57,44.57,139.92,36.36,92.68
"K16136",255.9,610.45,113.56,836.39,89.06,189.46,286.76,375.95,298.1,541.09,141.94,467.96
"K16137",1001.71,1675.51,544.17,2431.92,662.47,1986.97,1371.93,659.38,1365.49,1344.1,469.76,1748.51
"K16139",6.48,40.27,39.27,30.48,13.93,10.11,16.92,14.44,6.16,34.6,22.53,13.53
"K16140",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K16146",711.5,287,356,102,430,1974,41,28,587,329.5,54.5,632
"K16147",745.9,323.53,358.6,144.73,435.6,1988.83,45.33,59.4,589.33,396.1,88.7,661.87
"K16148",75.4,198.2,34.6,62.4,47.6,330.5,24,48.4,13,373.6,79.2,174.2
"K16149",41,160.33,16,16.33,19,314.33,6.33,21,1.33,291,20,90
"K16150",24,160,10,15,19,314,5,19,1,291,18,84
"K16152",1.33,400.66,19.67,713,18,68,36,67.67,218.33,366.33,22.33,327.32
"K16163",689.3,132.4,351.2,121.8,427.2,1674.4,40,49.4,586,102.7,82.9,578.4
"K16164",0,1,4,4,13,10,2,21,0,55,20,17
"K16165",249.33,193.81,92.67,80.38,145.82,93.38,700.58,251.46,54.91,148.67,17.78,113.35
"K16167",22.5,412,14,14,46,108,17,28,8,700.5,158.5,16
"K16168",21.5,261,11,14,40,60,13,22,8,417.5,153.5,15
"K16169",9,95.5,15.5,22.5,25.33,9.67,5,86.5,9,18,141.34,118.17
"K16171",38.5,98.5,53,25,116,9.5,646,27,15,24,16.5,25
"K16176",0,0.66,0,2,0,0,0,2.66,0,2,0,0
"K16177",0,0.33,0,2,0,0,0,1.33,0,1.67,0,0
"K16178",0,1.65,0,5,0,0,0,6.65,0,5,0,0
"K16179",0,0.66,0,3,0,0,0,2.66,0,2.67,0,0
"K16180",0,0.33,0,1,0,0,0,1.33,0,1,0,0
"K16181",0,0,0,1,0,0,0,0,0,0.67,0,0
"K16182",0,0,0,1,0,0,0,0,0,0.67,0,0
"K16183",0,0.33,0,1,0,0,0,1.33,0,1,0,0
"K16188",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K16191",1,151,3,0,6,48,4,6,0,283,5,1
"K16192",1,151,3,0,6,48,4,6,0,283,5,1
"K16193",1,151,3,0,6,48,4,6,0,283,5,1
"K16199",0,7,0,0,0,0,0,0,0,5,1,0
"K16200",5,90,6,13,14,8,3,14,6,16,7,14
"K16201",5,90,6,13,14,8,3,14,6,16,7,14
"K16202",5,90,6,13,14,8,3,14,6,16,7,14
"K16203",690.33,199.66,332.67,101.17,404,1667,28.17,26.67,583.33,60.5,31.33,512.32
"K16209",41,13,20,41,28,16,7,14.5,8,5,122.67,20
"K16210",677.9,1182.86,204.1,1625.98,161.82,361.39,298.61,826.08,571.39,1084.26,100.92,919.19
"K16211",17,29,25,19,24,24,11,24,8,12,9.34,30
"K16212",0,2,0,0,0,3,0,0,0,0,0,1
"K16213",0,0,0,0,1,0,0,0,0,4,0,0
"K16214",0,1,5,0,2,3,0,5.5,0,0,0,12
"K16216",0,83.5,1,9,14.33,6.67,2,1,0,15,4,1.17
"K16217",14.5,1,0,10,0,1,0,11,0,3.5,21.5,3
"K16218",14.5,1,0,10,0,1,0,11,0,3.5,21.5,3
"K16233",1,152,3,10,6,49,4,15,0,286,18,4
"K16234",244.22,591.58,78.99,834.21,92.33,167.25,278.84,404.91,293.94,760.19,130.31,492.83
"K16235",329.55,205.24,69.66,160.71,102.83,150.25,244.84,324.58,86.77,166.52,169.64,152.15
"K16237",14.5,9,3,4,7,9.6,5,5.4,1,10.5,11.5,7
"K16238",685.79,553.98,360.77,820.45,425.29,2010.27,88.87,110.91,798.13,624.24,50.98,908.28
"K16246",0,0,1,0,5,4,1,3,0,2,0,0
"K16254",0,0,0,0,1,0,0,3,0,2,0,0
"K16263",255.23,635.11,116.73,845.56,91.56,185.46,288.93,387.12,298.43,551.76,146.27,476.78
"K16264",1103.63,1147.64,601.83,1179.46,782.49,2312.13,1022.43,730.85,931.43,1275.52,557.97,2266.15
"K16267",0,43,0,0,0,0,0,0,0,0,0,0
"K16291",236.41,203.5,96.59,109.71,57.27,100.29,103.26,246.07,49.07,155.42,56.36,101.18
"K16301",323.9,679.95,152.56,925.06,169.56,484.96,311.93,416.95,317.1,629.26,243.44,652.96
"K16305",2,9.33,0,8,3,0,0.5,1.33,0,84,7,0.5
"K16306",0,19.91,2,133.75,12,13.58,1.25,21.66,1,42,9,25.5
"K16317",2.5,11.08,13,43.75,1,14.08,0.25,10.33,3,28,9.5,6.5
"K16318",0,17,12,90,7,0,1,9,3,13,9,21
"K16321",225.91,168.38,82.34,87.46,43.65,89.79,68.5,227.2,45.57,141.67,31.11,92.18
"K16322",257.81,651.68,151.4,859.64,101.89,190.87,303.85,375.36,302.59,566.09,159.1,476.11
"K16323",4,4.5,9,0,9.33,1.67,1,0,3,0,7.67,0.17
"K16324",11.62,438.47,69.44,749.11,47.62,39.43,63.87,119.07,231.79,384.07,76.31,369.61
"K16325",4.33,38.32,32.67,18.33,8.33,5.66,14.67,5.99,5.66,24,22.33,8.33
"K16326",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,24,8.33
"K16328",15.7,478.54,106.61,768.69,54.95,57.84,79.29,127.81,236.95,407.57,106.98,381.94
"K16329",44.87,539.05,91.94,775.19,80.62,45.51,78.95,137.82,240.62,419.07,120.31,449.61
"K16331",1,96,1,9,33,8,5,49,1,126,134,1
"K16345",481.64,804.99,200.57,929.02,136.21,273.25,383.43,596.32,341,681.26,182.38,559.96
"K16346",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K16347",30.07,85.14,49.39,58.18,38.24,33.08,197.35,79.49,39.19,62.09,105.16,55.61
"K16348",252.23,612.11,113.73,838.39,88.56,182.96,286.76,368.12,295.93,535.92,136.27,465.78
"K16363",2,7,0,1,3,20,22,10,8,4,0,7
"K16370",400.41,339.48,94.09,117.08,66.26,151.17,140.01,291.69,50.81,525.93,80.97,112.03
"K16371",235.49,584.57,141.26,819.79,87.6,121.2,155.18,342.31,278.23,511.42,90.69,452.51
"K16435",670.5,107,324,82,388,1657,21,10,576,22.5,9.5,485
"K16444",0,5,1,0,1,4,1,2,0,8,0,0
"K16509",52,228,56.5,103.5,156.66,84.34,28,126,40,162,379.02,182.34
"K16511",40,227,33.5,72.5,117.66,58.34,22,116,29,265,456.84,145.84
"K16514",0.4,3.2,1.6,0.4,4.6,4.2,26,2.2,0,3.6,0.2,0.2
"K16515",0,373,18,701,21,19,62,59,216,335,19,321
"K16516",0,373,17,701,20,15,61,57,216,334,19,321
"K16644",0,0,0.5,2.5,0,0,0,0,0,0,2,0
"K16645",24,160,10,15,19,314,5,19,1,291,18,84
"K16647",24,307,10,18,20,364.8,7,25.2,1,532,18,85
"K16648",24,307,10,18,20,364.8,7,25.2,1,532,18,85
"K16649",25.4,162.2,11.6,29.4,22.6,319,8,27.4,1,301.6,18.2,89.2
"K16650",48.4,333.2,18.6,44.4,35.6,633,10,56.4,4,756.6,31.2,176.2
"K16651",18.5,420.5,33,749.5,60,98,70,82.5,230,381.5,75.5,340.5
"K16652",38.5,166,10,18,20,316.8,6,21.2,1,299.5,26.5,84
"K16653",38.5,167,10,18,20,316.8,6,21.2,1,299.5,26.5,91
"K16654",0,0.5,0,0,0.33,0.67,0,0,0,0,0,0.17
"K16692",279.05,293.38,136.87,184.57,103.18,139.29,419.1,371.49,114.12,222.26,219.18,191.39
"K16693",252.73,614.61,114.73,852.56,102.56,182.96,295.93,412.12,303.43,544.09,141.77,493.78
"K16694",0,7,0,0,0,0,0,0,0,5,1,0
"K16695",9.08,41.07,38.17,19.08,11.83,21.74,14.92,14.74,9.66,30.5,30.33,12.83
"K16697",0,7,0,0,0,0,0,0,0,5,1,0
"K16698",0,7,0,0,0,0,0,0,0,5,1,0
"K16699",165.5,8.48,3,1.37,7.99,2.88,10.25,40.62,0.74,9.01,3.61,4.35
"K16701",20.49,40.95,8.47,37.68,24.29,16.67,153.5,64.38,29.53,24.17,69.58,42.28
"K16703",9.08,39.07,38.17,19.08,11.83,16.41,14.92,14.74,9.66,30.5,30.33,11.83
"K16704",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K16705",0,7,0,0,0,0,0,0,0,5,1,0
"K16706",0,7,0,0,0,0,0,0,0,5,1,0
"K16710",9.08,39.07,38.17,19.08,11.83,16.41,14.92,14.74,9.66,30.5,30.33,11.83
"K16711",9.08,42.07,38.17,19.08,13.83,16.41,39.92,14.74,9.66,31.5,30.33,11.83
"K16783",42.4,49.45,30.1,86.65,39.6,287.58,16.25,39.4,12,306.1,71.7,167.7
"K16784",75.4,54.45,31.1,91.65,39.6,295.08,16.25,51.4,14,309.1,72.7,173.7
"K16785",986.88,669.79,527.87,406.04,689.52,2247.08,105.58,379.7,666.82,893.54,861.08,977.74
"K16786",201.58,232.4,123.17,126.08,124.66,147.58,38.92,169.57,39.16,318.5,386.17,222
"K16787",1010.28,690.32,542.47,385.77,666.12,2236.11,107.91,394.4,664.15,1182.14,861.78,1010.44
"K16788",17,14,11,36,40,32,8,18,12,9,50.17,25.5
"K16789",6,103.5,6.5,15.5,34.33,10.67,6,16.5,7,131,146.67,26.17
"K16792",0,2.66,1,1.33,6,0.33,0.33,3.33,1.33,5,0,7
"K16793",0,2.66,1,1.33,6,0.33,0.33,3.33,1.33,5,0,7
"K16839",244.82,172.38,55.89,106.31,58.73,98.55,235.84,285.71,67.94,139.09,87.61,126.63
"K16840",1610.22,399.58,714.49,319.71,860.33,3689.75,283.84,341.91,1220.94,209.69,132.81,1180.83
"K16841",269.55,197.24,66.16,137.71,80.33,372.75,240.84,310.58,70.27,176.02,90.14,226.15
"K16842",245.15,174.04,56.56,109.48,58.73,100.55,236.01,286.38,69.27,148.59,89.94,127.95
"K16843",0,1.25,2,44.75,6,17.25,1.25,20,0,34,0,9.5
"K16844",0,0,0,0,0,0,0,8,0,0,0,0
"K16845",0,0,2,1,0,0,0,0,2,0,0,1
"K16846",0,0,2,1,0,0,0,0,2,0,0,1
"K16868",269.73,626.61,124.73,876.56,130.56,214.96,296.93,384.62,308.43,550.09,185.27,481.28
"K16869",6,103.5,6.5,15.5,33.33,10.67,6,16.5,7,127,140.67,26.17
"K16870",24,173,12,42,22,319.8,10,29.2,2,310,34,93
"K16872",2,17,1,9,2,25,0,10,0,0,9,4
"K16881",778.5,165.83,354,113.33,401.33,1741,25.33,62,582.33,176.5,15.5,573.17
"K16883",1,396,19,711,18,66,36,67,216,361,20,325
"K16898",176,233.75,108,144.75,191.33,144.42,665.25,197,57,276.5,228.34,225.17
"K16899",176,232.5,108,103,191.33,133.17,665,180,57,252.5,228.34,220.67
"K16905",1,151,3,0,6,48,4,6,0,283,5,1
"K16906",1,151,3,0,6,48,4,6,0,283,5,1
"K16907",1,151,3,0,6,48,4,6,0,283,5,1
"K16915",0,0,0,0,1,0,0,3,0,2,0,0
"K16918",0,7,0,0,0,0,0,0,0,5,1,0
"K16919",0,7,0,0,0,0,0,0,0,5,1,0
"K16920",0,7,0,0,0,0,0,0,0,5,1,0
"K16921",0,7,0,0,0,0,0,0,0,5,1,0
"K16922",1.06,21.85,6.94,9.73,4.6,10.53,6.33,10.54,4.99,10.26,10.86,10.51
"K16923",43.98,84.77,60.77,44.48,30.93,19.91,19.92,25.14,11.16,455.1,56.53,26.53
"K16924",17,22.5,12,43,42.33,32.67,9,15.5,12,14,82.17,14.67
"K16925",42.4,112.2,39.6,55.4,48.6,36.5,13,101.4,10,98.6,157.87,124.2
"K16926",17,17,12,42,49,35.5,9,16.5,15,21,52.5,14.5
"K16927",691.5,125.83,344,125.33,439.33,1691,31.33,26.5,591.33,31.5,83.67,504.67
"K16933",0,0,2,1,0,0,0,0,2,0,0,1
"K16934",0,0,2,1,0,0,0,0,2,0,0,1
"K16935",0,0,2,1,0,0,0,0,2,0,0,1
"K16936",0,4,4,2,0,1,0,0,4,0,0,2
"K16937",678.5,231.33,336,105.33,424.66,1677.33,27.83,25,589.33,239.5,153.5,506.51
"K16950",0,3,0,0,0,0,0,0,1,0,0,1
"K16951",0,3,0,0,0,0,0,0,1,0,0,1
"K16952",0,4,0,0,0,1,0,0,0,0,0,0
"K16954",0,0,0,1,0,0,0,0,0,0.67,0,0
"K16955",0,0,0,1,0,0,0,0,0,0.67,0,0
"K16957",50.5,27.5,14,42.5,40,33,9,27.5,14,15.5,57.5,17.5
"K16958",50.5,27.5,14,42.5,40,33,9,27.5,14,15.5,57.5,17.5
"K16959",50.5,27.5,14,42.5,40,33,9,27.5,14,15.5,57.5,17.5
"K16960",50.5,27.5,14,42.5,40,33,9,27.5,14,15.5,57.5,17.5
"K16961",2.83,17.16,2.67,3,0,2.5,0,0.67,1.33,7.33,12.83,2.32
"K16962",2.83,17.16,2.67,3,0,2.5,0,0.67,1.33,7.33,12.83,2.32
"K16963",2.83,17.16,2.67,3,0,2.5,0,0.67,1.33,7.33,12.83,2.32
"K17050",0,0,0,0,0,2.33,0,0,0,0,0,0
"K17051",0,0,0,0,0,2.33,0,0,0,0,0,0
"K17052",0,0,0,0,0,2.33,0,0,0,0,0,0
"K17060",0,14,0,0,0,0,0,0,0,0,0,0
"K17061",0,14,0,0,0,0,0,0,0,0,0,0
"K17064",0,1.25,0,41.75,0,13.58,0.25,9,0,24,0,4.5
"K17067",0,0,1,0,5,4,1,3,0,2,0,0
"K17074",17,15,11.5,48.5,43,33,9,88,14,12,179.17,117.5
"K17076",17,15,11,46,43,33,9,88,14,12,177.17,117.5
"K17103",817.79,1392.73,509.77,367.53,747.95,2250.69,750.95,377.41,662.13,750.57,441.48,1724.62
"K17104",0,26.83,17,178.5,15,25.83,5.5,29.33,6,83,13,44
"K17105",0,25.58,17,136.75,15,12.25,5.25,20.33,6,59,13,39.5
"K17195",255.83,517.93,67.42,773.63,54.94,106.38,144.34,308.83,261.91,460.92,45.7,415.85
"K17202",223.66,534.09,69.59,782.63,53.94,160.38,121.34,297.5,261.24,486.75,43.36,415.17
"K17203",223.66,534.09,69.59,782.63,53.94,160.38,121.34,297.5,261.24,486.75,43.36,415.17
"K17204",223.66,534.09,69.59,782.63,53.94,160.38,121.34,297.5,261.24,486.75,43.36,415.17
"K17206",0.4,16.2,1.6,0.4,6.6,4.2,1,3.2,0,210.6,0.2,0.2
"K17208",3.33,371.66,17.67,703,18,17,36,57.67,217.33,333.33,25.33,322.32
"K17209",3.33,371.66,17.67,703,18,17,36,57.67,217.33,333.33,25.33,322.32
"K17210",3.33,371.66,17.67,703,18,17,36,57.67,217.33,333.33,25.33,322.32
"K17213",41.88,478.6,37.04,776.76,72.18,48.54,394,185.96,276.06,597.44,163.36,406.76
"K17214",20.99,434.45,27.97,738.68,44.29,31.67,215.5,121.38,246.53,570.67,93.58,364.28
"K17215",20.99,420.45,28.97,750.68,56.29,31.67,222.5,164.38,253.53,366.67,98.58,390.28
"K17216",5,90.5,6,13,14.33,8.67,3,14,6,16,7,14.17
"K17217",5,90.5,6,13,15.33,8.67,3,14,6,20,7,14.17
"K17218",82.89,761.98,152.07,839.41,201.22,127.2,853.33,183.58,271.86,941.77,216.78,418.82
"K17219",0,0,2,1,0,0,0,0,2,0,0,1
"K17220",0,0,2,1,0,0,0,0,2,0,0,1
"K17221",0,0,2,1,0,0,0,0,2,0,0,1
"K17222",1,17,7,14,2,2,1,24,0,10,4,5
"K17223",1,17,7,14,1,2,1,21,0,8,4,5
"K17224",1,17,7,14,1,2,1,21,0,8,4,5
"K17225",0,0,0,0,0,0,0,8,0,0,0,0
"K17226",6,74,8,22,11,2,6,21,1,12,12,5
"K17227",6,17,8,22,11,2,6,21,1,12,12,5
"K17228",28.29,43.15,17.27,58.28,47.29,286.27,20.7,123.58,17.13,54.57,47.98,153.28
"K17229",1,17,7,14,0,2,1,10,0,6,4,5
"K17230",0,1,1,0,0,0,0,0,0,0,7,1
"K17237",17,0,6,1,0,0,1,1,0,0,2,0
"K17238",17,0,6,1,0,0,1,1,0,0,2,0
"K17239",17,0,6,1,0,0,1,1,0,0,2,0
"K17240",17,0,8,2,0,0,1,1,2,0,2,1
"K17241",17.73,1.86,7.27,3.4,1.6,2.2,1,1.87,1.33,1.93,4.53,1.52
"K17242",18.13,7.06,7.87,3.8,3.2,2.4,1,2.07,1.33,10.53,4.73,1.72
"K17243",17.73,7.86,7.27,3.4,2.6,2.2,1,2.87,1.33,15.93,4.53,7.52
"K17244",17,0,6,1,0,0,1,1,0,0,2,0
"K17245",17,0,6,1,0,0,1,1,0,0,2,0
"K17246",17,0,6,1,0,0,1,1,0,0,2,0
"K17247",259.73,682.94,118.73,859.89,96.56,210.29,289.26,394.12,298.76,546.09,150.77,479.78
"K17285",0,0,3,1,5,6.33,1,11,2,2,0,1
"K17311",0,0,2,1,0,0,0,0,2,0,0,1
"K17312",0,0,2,1,0,0,0,0,2,0,0,1
"K17313",0,0,2,1,0,0,0,0,2,0,0,1
"K17314",0,0,2,1,0,0,0,0,2,0,0,1
"K17315",0,24,1,0,0,3.33,5,8,0,12,8,1
"K17316",0,23,0,0,0,3.33,5,8,0,7,1,0
"K17317",0,23,2,1,0,3.33,5,8,2,7,1,1
"K17318",8.4,119.2,7.1,22.9,19.6,16.7,10,46.2,10,76.6,17.21,37.2
"K17319",8.4,119.2,7.1,22.9,19.6,15.2,10,36.2,8,70.6,17.21,34.2
"K17320",8.4,119.2,7.1,22.9,19.6,15.2,10,36.2,8,70.6,17.21,34.2
"K17321",0,14,0,0,0,0,0,8,0,0,0,0
"K17322",0,14,0,0,0,0,0,8,0,0,0,0
"K17323",0,14,0,0,0,0,0,8,0,0,0,0
"K17324",0,14,0,0,0,0,0,8,0,0,0,0
"K17325",0,14,0,0,0,0,0,8,0,0,0,0
"K17326",656,107,325,83,388,1663,21,8,576,22,1,487
"K17327",656,107,325,83,388,1663,21,8,576,22,1,487
"K17328",656,107,325,83,388,1663,21,8,576,22,1,487
"K17329",1370,223,650,177,776,3317,43,27,1152,54,36,970
"K17330",1355.5,234,653,177,778,3317,43,25,1152,253.5,27.5,970
"K17331",1355.5,218,653,177,778,3317.5,43,25,1152,48.5,27.5,970
"K17462",5,90.5,6,13,14.33,8.67,3,14,6,16,7,14.17
"K17463",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17464",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17465",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17466",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17467",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17468",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17472",6,103.5,6.5,15.5,33.33,10.67,6,14,7,127,139,14.17
"K17473",221.33,128.43,47.42,68.63,32.44,81.88,57.34,221.33,38.41,113.92,14.03,84.35
"K17474",14.5,5,0,0,0,0,0,2,0,7.5,8.5,0
"K17483",1,151,3,0,6,48,4,6,0,283,5,1
"K17484",1,151,3,0,6,48,4,6,0,283,5,1
"K17486",0,0,0,0,0,0,0,8,0,0,0,0
"K17488",0,4.58,3,45.75,8,13.58,4.25,11.33,1,46,4,17.5
"K17489",0,2,0,6,2,4.8,2,0.2,0,2,0,0
"K17490",0,1,0,3,1,2,1,0,0,1,0,0
"K17624",0,5,0,0,0,0,0,0,0,7,0,0
"K17640",0,5,0,0,0,0,0,0,0,7,0,0
"K17641",670.5,107,324,82,388,1657,21,10,576,22.5,9.5,485
"K17662",27,56,43,5,112,3,646,13,13,14,0,0
"K17675",28,133,45.5,15.5,126,9.5,648,23,15,24.5,4.5,3
"K17680",1,1,1.5,1.5,0,0.5,0,1,2,0.5,1.5,2
"K17686",1945.13,2170.63,1038.83,1547.29,1373.49,4171.79,1106.76,931.01,1574.76,1866.52,794.31,2937.15
"K17713",289.23,756.11,152.73,923.56,134.56,219.46,300.93,458.12,301.43,602.09,272.27,563.78
"K17716",7,11,6,21,1,1,3,13,15,60,31,6
"K17717",7,8,6,8,1,1,2,13,15,59,31,6
"K17722",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K17723",5.08,119.07,38.67,28.08,25.33,14.91,16.92,15.24,6.16,35,25.33,9.33
"K17733",0,76,2,14,14,6,2,1,0,10,7,1
"K17734",8,11.25,1,50.75,0,15.25,2.25,9,0,29,1,11.5
"K17735",0,14,0,0,0,0,0,8,0,0,0,0
"K17736",0,14,0,0,0,0,0,0,0,0,0,0
"K17737",223.83,143.93,44.92,68.63,34.44,81.88,81.34,221.33,38.41,114.42,13.03,84.35
"K17739",0,5,0,0,0,0,0,0,0,7,0,0
"K17752",6,104.66,6.5,26.16,33,11.66,6.66,25,7.66,130,152,25.67
"K17754",0,0,1,0,1,4,1,2,0,1,0,0
"K17755",0.8,1.4,1.2,0.8,3.2,0.4,0,0.4,0,3.2,0.4,7.4
"K17759",472.23,1575.02,326.73,1162.64,406.56,466.37,986.01,706.45,378.76,1026.09,318.27,1625.78
"K17760",0,14,0,0,0,0,0,0,0,0,0,0
"K17762",20.5,104.33,6.5,25.83,33,11.33,6.33,26,7.33,130.5,160.5,23
"K17763",12,223.64,12.5,41.14,66,23.64,14.64,45,16.64,267,291,79
"K17810",4,9,13,12,15,6,8,82.5,9,38,162.34,107
"K17828",205,876.16,121.5,245.83,217.33,273.5,46.83,262.33,73.33,526,240.17,1094.17
"K17829",687.5,127,344,96,410,1659,33,18,585,41.5,46.5,558
"K17830",0,23.91,2,133.75,12,14.58,1.25,21.66,1,42,9,25.5
"K17835",14.5,0,0,0,0,0,0,2,0,0.5,8.5,0
"K17836",1531.3,859.5,696.95,953.42,854.3,3403.29,132.01,230.39,1373.74,729.96,216.77,1436.76
"K17837",0,4.5,1,12,12.33,3.67,7,43,7,3,7.33,27.17
"K17838",7,15,6,8,1,1,2,13,15,64,32,6
"K17840",1,156,3,0,6,48,4,6,0,290,5,1
"K17850",246.32,566.88,72.89,817.31,75.23,173.05,245.84,361.21,288.44,509.09,106.61,456.13
"K17851",0,1,11,0,1,0,0,0,3,1,0,1
"K17865",0,0.5,0,0,0.33,0.67,0,8,0,0,0,0.17
"K17870",0,2.33,1,1,6,0,0,2.33,1,5,0,1
"K17883",25.4,162.2,10.6,19.4,23.6,318,9,10.4,1,326.6,25.2,81.2
"K17884",0,25.58,17,136.75,15,14.58,5.25,20.33,6,59,13,39.5
"K17910",0,0.5,0,0,0.33,0.67,0,0,0,0,0,0.17
"K17938",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K17942",0,1.25,0,41.75,0,13.58,0.25,9,0,24,0,4.5
"K17947",686,413,328,95,400,1757,28,28,576,563,23,493
"K17948",6.08,438.07,56.67,730.08,29.33,73.91,50.92,73.24,223.16,391,42.33,334.33
"K17950",0.33,1.66,0.67,3.17,0,2,0.17,0.67,1.33,9.5,0,1.32
"K17992",17,0,6,1,0,0,1,1,0,0,2,0
"K17997",17,0,6,1,0,0,1,1,0,0,2,0
"K17998",17,0,6,1,0,0,1,1,0,0,2,0
"K17999",17,0,6,1,0,0,1,1,0,0,2,0
"K18009",22.99,55.7,9.47,80.43,25.29,28.42,153.75,74.38,29.53,64.17,72.08,52.78
"K18013",0,4.25,0,41.75,0,11.25,0.25,9,1,29,0,5.5
"K18014",0,0,1,0,5,4,1,3,0,2,0,0
"K18015",0.75,0.75,5,0.75,3,2.25,0.25,0.25,0.5,1,0,0
"K18020",0,0,2,1,0,0,0,0,2,0,0,1
"K18021",0,0,2,1,0,0,0,0,2,0,0,1
"K18022",0,4,2,1,0,1,0,0,2,0,0,1
"K18028",20.49,40.95,8.47,37.68,24.29,16.67,153.5,64.38,29.53,24.17,69.58,42.28
"K18029",20.49,40.95,8.47,37.68,24.29,16.67,153.5,64.38,29.53,24.17,69.58,42.28
"K18030",20.49,42.95,9.47,49.68,36.29,16.67,160.5,107.38,36.53,27.17,74.58,68.28
"K18058",14.5,0,0,0,0,0,0,2,0,0.5,8.5,0
"K18093",0,14,0,0,0,0,0,0,0,0,0,0
"K18104",14,111.5,26.5,17.5,51.33,24.67,8,14,13,127,146.67,18.17
"K18111",0,5,0,0,0,0,0,0,0,7,0,0
"K18115",5,90.5,6,13,14.33,8.67,3,14,6,16,7,14.17
"K18118",0,7.75,0,44.75,1.33,15.72,1.25,23.2,0,28,0,12.67
"K18120",0,1,5,0,2,3,0,13,2,0,0,3
"K18125",0,0,6,3,0,0,0,0,6,0,0,3
"K18126",0,0,2,1,0,0,0,0,2,0,0,1
"K18128",0,4,0,0,0,1,0,0,0,0,0,0
"K18135",0,14,0,0,0,0,0,0,0,0,0,0
"K18136",2.5,8.5,2,1,0,0.5,0,0,0,2,9.5,1
"K18138",762.13,1224.16,356.04,1168.74,414.23,469.3,1263.87,1028.56,426.27,972.61,476.57,1694.09
"K18139",247.82,238.38,56.39,114.48,62.23,107.05,236.51,294.21,71.44,231.76,98.61,130.63
"K18140",230.41,169.88,85.34,87.46,46.15,98.29,94.5,235.7,48.07,143.67,44.11,94.68
"K18141",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K18142",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K18143",3.5,4.5,2.5,0,2,0,26,0,0,1.5,9,0
"K18144",3.5,4.5,2.5,0,2,0,26,0,0,1.5,9,0
"K18146",8.79,29.65,8.77,16.28,5.29,14.27,30.7,12.58,2.13,18.07,33.98,14.28
"K18148",5.41,40.73,38.34,21.08,11.33,9.91,14.92,6.91,7.49,25.33,24.66,9.65
"K18149",6,104,6.5,15.5,33.66,11.34,6,16.5,7,127,140.67,26.34
"K18195",0.33,1.66,0.67,2,0,2,0,0.67,1.33,0.33,2.33,1.32
"K18197",0,2,0,0,0,3,0,0,0,0,0,1
"K18199",0,7.25,0,41.75,1,11.25,0.25,10,0,43,0,10.5
"K18205",33,5,1,5,0,7,0,2,0,1,1,3
"K18206",0,0,1,1,0,6,0,0,0,0,0,2
"K18209",0,2,1,0,6,0,0,1,1,4,0,1
"K18210",0,2,1,0,6,0,0,1,1,4,0,1
"K18218",3.5,21.5,2,1,19,2.5,3,0,1,113,139.5,1
"K18219",0,1,1,0,0,0,0,0,0,0,7,1
"K18220",33,10.5,0,4,0.33,1.67,0,4.5,0,8,1,13.17
"K18223",0,0,1,0,5,4,1,3,0,2,0,0
"K18224",0,0,1,0,5,4,1,3,0,2,0,0
"K18225",0,0,1,0,5,4,1,3,0,2,0,0
"K18226",0,0,1,0,5,4,1,3,0,2,0,0
"K18230",685,105,327,86,391,1661,24,20,577,59,41,497
"K18231",5,84,6.5,25.5,17.66,10.34,4,16.5,8,12,37.67,26.34
"K18232",670.5,107,324,82,388,1657,21,10,576,22.5,9.5,485
"K18233",687.5,127,344,96,410,1659,33,18,585,41.5,46.5,558
"K18234",670.5,108.75,325,123.75,393.33,1672.92,22.25,22,576,53.5,11.83,489.67
"K18235",656,102,325,82,393,1661,22,11,576,17,1,485
"K18237",0,2.58,2,45.75,2,11.25,4.25,10.33,0,42,4,16.5
"K18240",0,4,2,7,0,0,0,14,0,6,0,22
