"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K02391",0.000350945330204922,0.000344147841864067,0.000300000271210259,0.000282047569902229,0.000309409006093231,0.000244806132713128,0.000253582320257342,0.000242668530383161,0.000260191117222735,0.000345541523045071,0.000331773372495111,0.000362209398876236,0.000338463204476429,0.000338990823034148,0.000330946052305752,0.000315102066277801,0.000353184356661628
"K02390",0.000502094060555587,0.000489359544370059,0.000483797377563693,0.000469548976162776,0.000498893640912168,0.000483442533908734,0.000464135021097046,0.000451442484543138,0.000470450821666694,0.000494237670257089,0.000516231021102456,0.000500598669806687,0.000500899656337966,0.000504414916196197,0.00050397580916116,0.000490447568895587,0.000508254963748643
"K02393",0.000440233189458427,0.000431158071113636,0.00041140510071393,0.000378411928998558,0.000422728248484949,0.000398388377988601,0.000369720516355433,0.000359739980773666,0.000375222979573839,0.000426869211724297,0.000428175446767275,0.000428243964375333,0.000416122065924176,0.000414631632472235,0.000433058797952785,0.000416270623090344,0.000445803975764405
"K02392",0.000542533853311659,0.000530042179522542,0.000554729291479888,0.000515003862528969,0.000559784672798428,0.00058898901236921,0.000554580774533149,0.000536282896193805,0.000558726188562504,0.000517503053834479,0.000534384658465396,0.000508444360757074,0.00050650835188697,0.000511271873425712,0.000559973121290178,0.000548429548096452,0.000563019676288667
"K13533",4.00393987683881e-07,1.94653756710445e-07,6.25869828672307e-07,1.3636465909858e-06,4.12820555161083e-07,4.40695108394471e-07,6.2664494297531e-07,6.23826556254911e-07,6.3204319973134e-07,0,0,0,0,0,0,0,0
"K13532",4.00393987683881e-07,1.94653756710445e-07,4.17246552448205e-07,9.09097727323864e-07,4.12820555161083e-07,8.81390216788941e-07,4.17763295316873e-07,2.07942185418304e-07,6.3204319973134e-07,2.02307683281657e-07,2.08662498424598e-07,0,4.31438119154148e-07,2.14279913422344e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K13531",4.40433386452269e-06,2.72515259394623e-06,6.25869828672307e-06,9.77280056873154e-06,6.19230832741624e-06,9.03424972208665e-06,5.22204119146092e-06,5.4064968208759e-06,5.05634559785072e-06,1.21384609968994e-06,1.25197499054759e-06,1.08967929866497e-06,1.29431435746244e-06,1.49995939395641e-06,5.81286977117832e-07,3.99875718626651e-07,5.76470658316041e-07
"K13530",1.0009849692097e-06,9.73268783552225e-07,1.25173965734461e-06,2.95456761380256e-06,1.85769249822487e-06,2.64417065036682e-06,1.25328988595062e-06,1.03971092709152e-06,1.47476746603979e-06,6.06923049844972e-07,1.04331249212299e-06,6.53807579198981e-07,8.62876238308297e-07,8.57119653689375e-07,5.81286977117832e-07,1.99937859313325e-07,1.92156886105347e-07
"K01550",0,0,0,0,0,0,0,0,2.10681066577113e-07,0,0,0,0,0,0,0,0
"K05658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14054",1.60157595073552e-06,3.8930751342089e-07,3.33797241958564e-06,4.54548863661932e-06,2.27051305338595e-06,6.83077418011429e-06,5.01315954380248e-06,2.49530622501965e-06,3.1602159986567e-06,1.21384609968994e-06,2.92127497794437e-06,1.08967929866497e-06,2.15719059577074e-06,1.07139956711172e-06,1.55009860564755e-06,1.99937859313325e-06,1.72941197494812e-06
"K02601",0.000523915532884358,0.000531404755819515,0.000523018553493824,0.000509776550596857,0.000511897488399742,0.000526630654531392,0.000520741947612483,0.000513409255797792,0.000518486104846276,0.000513456900168846,0.000504963246187527,0.000518251474445059,0.000500252499159235,0.00049091528165059,0.000521995705451813,0.00051523986345044,0.000532274574511811
"K02970",0.000513505289204577,0.000535103177197013,0.000512378766406395,0.000478185404572352,0.000505292359517165,0.000509223197749811,0.000463090612858754,0.000458928403218196,0.000459284725138107,0.000522560745916521,0.000504545921190678,0.000515200372408797,0.000519235776402017,0.000516843151174693,0.000520833131497577,0.00050924172767104,0.000536502026006129
"K05378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K12339",0.000372366408546009,0.000356021721023404,0.00033004202298653,0.000314320539222226,0.000356057728826434,0.000279180351167897,0.000349250114884906,0.000352046119913188,0.000351416019050625,0.000351408445860239,0.00034032853493052,0.000363517014034633,0.00032293143218688,0.000300848998444971,0.000355553867670407,0.000361087773919866,0.00038239220334964
"K14060",1.78175324519327e-05,8.75941905197002e-06,1.60639922692559e-05,1.68183079554915e-05,1.23846166548325e-05,1.71871092273844e-05,1.50394786314074e-05,1.20606467542616e-05,3.07594357202585e-05,1.15315379470545e-05,3.96458747006736e-06,7.84569095038777e-06,1.20802673363162e-05,9.42831619058313e-06,7.75049302823776e-07,3.19900574901321e-06,1.92156886105347e-06
"K11687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11686",1.0009849692097e-06,3.8930751342089e-07,8.34493104896409e-07,2.27274431830966e-06,1.44487194306379e-06,1.98312798777512e-06,6.2664494297531e-07,6.23826556254911e-07,1.26408639946268e-06,4.04615366563314e-07,4.17324996849196e-07,0,4.31438119154148e-07,4.28559826844688e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K11685",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K11689",5.3852991343482e-05,4.84687854209008e-05,5.98748802763174e-05,6.52277619354872e-05,6.06846216086791e-05,6.56635711507761e-05,5.34737018005598e-05,4.94902401295563e-05,5.51984394432037e-05,6.53453816999753e-05,7.90830869029227e-05,6.38552069017672e-05,8.19732426392882e-05,9.21403627716078e-05,6.02600832945486e-05,6.05811713719376e-05,5.1498045476233e-05
"K11688",5.86577191956886e-05,5.43083981222141e-05,6.27956061434548e-05,7.3864190345064e-05,6.56384682706121e-05,7.09519124515098e-05,5.72335714584117e-05,5.38570260233407e-05,5.83586554418603e-05,6.75707662160735e-05,8.32563368714147e-05,6.60345654990971e-05,8.7150500069138e-05,9.64259610400547e-05,6.18101819001961e-05,6.17807985278176e-05,5.28431436789704e-05
"K08939",2.48244272364006e-05,3.46483686944592e-05,2.52434164231164e-05,2.31819920467585e-05,2.84846183061147e-05,2.11533652029346e-05,1.8172703346284e-05,9.14945615840537e-06,8.42724266308453e-06,1.78030761287858e-05,2.52481623093764e-05,2.02680349551684e-05,2.84749158641738e-05,4.54273416455369e-05,5.27033525920168e-05,2.43924188362257e-05,2.94000035741181e-05
"K03048",2.60256091994523e-06,1.55723005368356e-06,2.08623276224102e-06,6.36368409126705e-06,3.71538499644974e-06,4.84764619233918e-06,2.2976981242428e-06,2.28736403960134e-06,2.73885386550247e-06,1.01153841640829e-06,1.25197499054759e-06,6.53807579198981e-07,8.62876238308297e-07,1.28567948053406e-06,7.75049302823776e-07,3.99875718626651e-07,1.92156886105347e-07
"K03049",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K13821",0.000366160301736909,0.000396509702419176,0.00040785850501812,0.000418639503432639,0.000390941065737545,0.000451271790995938,0.00036345406692568,0.000360779691700757,0.000368059823310217,0.000403806135830188,0.000385816959587082,0.00044044837252038,0.000448695643920314,0.000453202016888257,0.000385199503503417,0.000385880068474718,0.000370478476411109
"K13820",0,0,0,0,4.12820555161083e-07,0,4.17763295316873e-07,0,1.26408639946268e-06,0,2.08662498424598e-07,0,0,2.14279913422344e-07,0,1.99937859313325e-07,0
"K03042",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K03043",0.000522714350921307,0.000527511680685306,0.000520306450902911,0.000507731080710378,0.000510246206179098,0.000525308569206209,0.000519697539374191,0.0005123695448707,0.000518696785912853,0.000511636131019311,0.000503502608698555,0.000516072115847729,0.000497232432325156,0.00048727252312241,0.000520639369171871,0.000513840298435246,0.000530737319422968
"K03040",0.000528119669755039,0.000534324562170171,0.000527399642294531,0.0005152311369608,0.000515406463118612,0.000532139343386323,0.000527217278689894,0.000522350769770779,0.000527545390709091,0.000516896130784634,0.000505380571184377,0.000520648768902122,0.000502625408814583,0.000491558121390857,0.000528389862200109,0.000520238309933273,0.000536309869120023
"K03041",0,0,0,0,0,0,2.08881647658437e-07,0,0,0,0,0,0,0,0,0,0
"K03046",0.000524315926872042,0.000527706334442016,0.000523853046598721,0.000513412941506152,0.000512516719232484,0.000532139343386323,0.000524710698917993,0.00051486485109572,0.000521435639778355,0.000512849977119001,0.000505589233682801,0.000516943859286661,0.000500683937278389,0.000488343922689521,0.000522189467777519,0.00051583967702838,0.000532466731397916
"K03047",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K03044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K03045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00348",3.60354588915493e-06,3.69842137749845e-06,3.12934914336153e-06,4.54548863661932e-06,2.27051305338595e-06,3.30521331295853e-06,1.25328988595062e-06,8.31768741673215e-07,1.47476746603979e-06,2.22538451609823e-06,2.29528748267058e-06,3.05110203626191e-06,1.94147153619367e-06,3.64275852817984e-06,7.75049302823776e-07,1.5995028745066e-06,1.34509820273743e-06
"K09847",0,0,0,2.27274431830966e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00692",1.58155625135133e-05,1.38204167264416e-05,2.0445081069962e-05,2.06819732966179e-05,9.08205221354382e-06,1.8729542106765e-05,1.336842545014e-05,1.76750857605558e-05,1.45369935938208e-05,1.61846146625326e-06,8.34649993698393e-07,8.71743438931975e-07,1.29431435746244e-06,1.71423930737875e-06,0,3.99875718626651e-07,1.92156886105347e-07
"K00638",1.48145775443036e-05,1.14845716459163e-05,1.94019646888415e-05,2.36365409104205e-05,2.0228207202893e-05,2.22551029739208e-05,2.50657977190124e-05,1.66353748334643e-05,2.57030901224078e-05,1.4768460879561e-05,1.66929998739679e-05,1.41658308826446e-05,1.40217388725098e-05,2.16422712556567e-05,7.16920605111993e-06,9.79695510635295e-06,1.07607856218994e-05
"K00639",0.000316511447264108,0.000294316480146193,0.000295201935857105,0.000269547476151526,0.000276589771957925,0.000289536686215167,0.000291807661778836,0.000290079348658534,0.000293689406808496,0.000280600756711659,0.000257906848052803,0.000228396781000177,0.000234270898700703,0.000246636180349118,0.000278242699713736,0.000272915177962689,0.000289003956702442
"K00693",2.0019699384194e-07,0,0,1.13637215915483e-06,6.19230832741624e-07,1.10173777098618e-06,0,0,0,0,0,0,0,0,0,0,0
"K00634",1.90187144149843e-05,2.04386444545967e-05,1.8358848307721e-05,2.11365221602798e-05,2.4769233309665e-05,2.18144078655263e-05,1.54572419267243e-05,1.31003576813531e-05,1.91719770585173e-05,1.92192299117574e-05,2.46221748141026e-05,1.74348687786395e-05,1.70418057065889e-05,1.62852734200981e-05,1.33696004737101e-05,1.27960229960528e-05,1.3835295799585e-05
"K00635",0.000100899284896338,9.09033043837778e-05,0.000104728884664499,0.000107273531824216,0.000120543602107036,0.000101800570039123,0.000135773070977984,0.0001397371486011,0.000131464985544119,9.44776880925339e-05,0.000102035961729628,7.84569095038777e-05,8.97391287840628e-05,8.14263671004906e-05,0.000114513534492213,0.000113164828371342,9.83843256859376e-05
"K00630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00631",2.08204873595618e-05,1.90760681576236e-05,1.75243552028246e-05,2.59092852287301e-05,2.10538483132152e-05,2.44585785158931e-05,1.87993482892593e-05,2.07942185418304e-05,1.43263125272437e-05,2.8929998709277e-05,2.62914748014994e-05,2.52805597290273e-05,2.6317725268403e-05,2.61421494375259e-05,1.76323716392409e-05,2.25929781024058e-05,1.71019628633759e-05
"K00632",0.000532524003619562,0.000522256029254124,0.000517385725035774,0.000542276794348685,0.000522011592001189,0.000497104082268963,0.000597401512303129,0.00060074497367348,0.000601915807210812,0.000522965361283084,0.000514770383613484,0.000540045060418358,0.00050133109445712,0.00046627309160702,0.000519864319869048,0.000534034022225892,0.000527278495473072
"K00633",1.0009849692097e-06,7.7861502684178e-07,1.04311638112051e-06,1.13637215915483e-06,1.23846166548325e-06,1.54243287938065e-06,6.2664494297531e-07,1.24765311250982e-06,1.68544853261691e-06,1.01153841640829e-06,2.08662498424598e-06,1.52555101813096e-06,2.37290965534782e-06,3.21419870133516e-06,3.87524651411888e-07,3.99875718626651e-07,5.76470658316041e-07
"K00691",2.0019699384194e-07,1.94653756710445e-07,2.08623276224102e-07,2.27274431830966e-07,4.12820555161083e-07,0,4.17763295316873e-07,0,1.26408639946268e-06,0,4.17324996849196e-07,2.17935859732994e-07,0,2.14279913422344e-07,0,1.99937859313325e-07,0
"K00696",1.20118196305164e-06,1.16792254026267e-06,2.50347931468923e-06,2.50001875014063e-06,2.06410277580541e-06,2.42382309616959e-06,3.9687513055103e-06,5.82238119171251e-06,3.58157813181092e-06,4.04615366563314e-07,0,4.35871719465987e-07,2.15719059577074e-07,0,7.75049302823776e-07,0,3.84313772210694e-07
"K00694",0.000328523266894624,0.000311251356980001,0.0002847707720459,0.000262274694332935,0.000292689773609208,0.000232025974569689,0.000283661277520157,0.000285088736208494,0.000278309688948366,0.000322680754834243,0.000335737959965178,0.000280047579756897,0.000304811031182406,0.000317134271865069,0.000340246643939638,0.000322099891353767,0.000327819647695722
"K00695",6.00590981525821e-07,1.94653756710445e-07,1.66898620979282e-06,1.3636465909858e-06,4.12820555161083e-07,1.32208532518341e-06,6.2664494297531e-07,2.07942185418304e-07,2.10681066577113e-07,4.04615366563314e-07,0,0,8.62876238308297e-07,0,0,0,0
"K10854",1.0210046685939e-05,1.26524941861789e-05,9.3880474300846e-06,1.06818982960554e-05,1.09397447117687e-05,9.25459727628388e-06,7.31085766804529e-06,4.99061245003929e-06,5.47770773100494e-06,6.87846123157634e-06,8.55516243540852e-06,6.9739475114558e-06,1.05702339192766e-05,1.58567135932534e-05,1.7438609313535e-05,8.39739009115967e-06,9.99215807747804e-06
"K07811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K07810",3.00295490762911e-06,1.36257629697311e-06,2.71210259091333e-06,5.45458636394318e-06,3.5089747188692e-06,3.745908421353e-06,2.50657977190124e-06,4.15884370836608e-07,2.10681066577113e-06,4.04615366563314e-06,3.96458747006736e-06,3.4869737557279e-06,3.23578589365611e-06,6.856957229515e-06,1.7438609313535e-06,2.79913003038656e-06,2.8823532915802e-06
"K07813",8.00787975367762e-07,5.83961270131335e-07,8.34493104896409e-07,1.59092102281676e-06,2.06410277580541e-06,1.32208532518341e-06,1.25328988595062e-06,4.15884370836608e-07,4.00294026496515e-06,1.21384609968994e-06,1.25197499054759e-06,4.35871719465987e-07,6.47157178731222e-07,1.28567948053406e-06,3.87524651411888e-07,5.99813577939976e-07,1.92156886105347e-07
"K07812",5.80571282141627e-05,5.13885917715575e-05,6.27956061434548e-05,7.18187204585853e-05,6.46064168827094e-05,6.96298271263264e-05,5.9322387934996e-05,5.94714650296349e-05,5.37236719771639e-05,7.18192275649883e-05,9.0350861817851e-05,7.12650261326889e-05,8.99548478436399e-05,9.42831619058313e-05,6.89793879513161e-05,6.85786857444706e-05,5.80313796038148e-05
"K07814",0.000303698839658224,0.000270958029340939,0.000272253375472454,0.000242047269899979,0.000257187205865354,0.000277637918288516,0.000261519822868363,0.000259511847402043,0.000250710469226765,0.000263404603632718,0.000265210035497664,0.000218807603171926,0.000228877922211276,0.000227136708227684,0.000288512102976151,0.00026391797429359,0.000280741210599912
"K07816",2.60256091994523e-06,1.36257629697311e-06,2.29485603846513e-06,6.36368409126705e-06,3.71538499644974e-06,4.84764619233918e-06,2.71546141955968e-06,2.28736403960134e-06,4.00294026496515e-06,8.09230733126629e-07,1.46063748897219e-06,6.53807579198981e-07,8.62876238308297e-07,1.49995939395641e-06,5.81286977117832e-07,5.99813577939976e-07,1.92156886105347e-07
"K00090",5.22514153927465e-05,4.04879813957726e-05,5.21558190560256e-05,5.29549426166151e-05,5.11897488399742e-05,4.91375045859835e-05,2.59013243096462e-05,3.16072121835822e-05,2.75992197216018e-05,4.65307671547812e-05,3.86025622085507e-05,3.66132244351429e-05,5.73812698475017e-05,5.95698159314116e-05,2.20889051304776e-05,3.03905546156255e-05,2.53647089659058e-05
"K00091",0.000362356558853912,0.000360888064941165,0.000321697091937566,0.000305002287517156,0.000357502600769498,0.000289095991106773,0.00033003300330033,0.000325221577994227,0.000305698227603391,0.00038701459811781,0.000392911484533518,0.000337364710866674,0.000368448153757643,0.000380775406151505,0.000392949996531654,0.000385480192756091,0.000383929458438483
"K00094",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K00096",1.94191084026682e-05,1.28471479428894e-05,2.440892331822e-05,3.29547926154901e-05,2.27051305338595e-05,2.22551029739208e-05,2.88256673768643e-05,3.78454777461313e-05,3.28662463860297e-05,1.49707685628426e-05,1.54410248834203e-05,1.96142273759694e-05,1.35903007533557e-05,1.41424742858747e-05,1.18195018680626e-05,1.55951530264394e-05,1.09529425080048e-05
"K00097",0.000323117948060892,0.000333831192758413,0.000359666528210352,0.000377502831271235,0.000347388497168051,0.000411829578794633,0.000278648117976355,0.000280514008129292,0.00027367470548367,0.000342506907795846,0.0003503443348549,0.000383131241410603,0.000396491631502662,0.000401560557753472,0.000316607640203512,0.000326898399977287,0.000315713763871085
