"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K11747",1535.48,977.24,2000.85,1042.83,1348.99,1417.2,1065.5,1307.15,1168.71,1413.22,775.69,2028.35,1708.01,1398.87,101.48,1379.55,1286.23,1085.93
"K11748",1009.68,580.44,1394.45,781.5,888.92,856.03,807.93,984.48,883.309999999999,876.06,531.19,1313.19,1031.34,754.87,24.98,826.55,849.4,767.6
"K11749",13788.64,11413.25,17199.27,6736.94999999999,10675.62,11791.45,10548.94,12557.71,10972.92,14447.33,7355.03,18971.32,17934.16,13141.63,1412.64,18173.72,14489.95,13759.46
"K11750",912.68,524.44,1216.95,708.33,772.09,775.2,747.6,888.65,810.81,748.39,461.19,1116.02,873.01,598.37,20.48,740.55,759.73,686.43
"K11751",1157.61,587.87,1504.95,839.62,936.73,941.91,791.53,934.58,859.02,744.58,451.81,1121.59,894.22,629.8,22.14,713.41,753.37,685.22
"K11752",14853.36,12280.08,18608.96,7543.53999999999,11558.67,12732.39,11891.21,14085.56,12536.87,15703.88,7953.29,21367.46,19418.54,14178.93,1704.55,19289.59,15629.95,14634.38
"K11753",15110.19,12419.12,19028.55,7777.14999999999,11816.11,12991.42,12264.64,14562.08,12898.75,15866.39,8089.99,21484.61,19700.58,14354.41,1701.4,19632.95,15971.39,14903.87
"K11754",15271.85,12525.54,19176.01,7882.30999999999,11955.62,13103.09,12387.75,14714.26,12997.18,16067.53,8257.16,21704.62,19977.2,14609.56,1710.4,19926.88,16318.51,15146.17
"K11755",5953.75999999999,4786.12,7785.92999999999,3114.09,4489.99,5245.66,5275.54,6425.12999999999,5585.79,5826.31,2973.02,7949.53,6959.26999999999,5154.61,464.25,7499.16999999999,6292.05,6056.66
"K11777",179.5,179.5,182.5,76,186.5,122,120,123.5,116,210,82.5,227,207,163.5,17,299.5,225,203.5
"K11779",2062.14,1721.34,2533.59,1137.07,1745.07,1862.58,2169.81,2432.54,2351.62,2246.05,1086.02,4410.51,3062.58,1968.68,451.83,2700.72,2502.44,2097.98
"K11780",484.48,258.66,415.5,206.16,315.68,201.16,212.33,371.99,257.66,615.32,270.16,484.66,383.5,286.98,6,419.67,375.66,454.82
"K11781",674.8,338,584.49,265.66,423.01,325.82,335.66,597.48,384.48,692.15,291.82,558.82,459,340.63,17.33,482.85,444.83,505.81
"K11782",3902.47,3925.59,4609.85,1351.44,2550.35,2738,2467.14,3156.18,2525.04,3994.2,1428,4886.19,4332.82,3257.85,343.76,4326.55,3454.59,3840.88
"K11783",705.89,377.18,912.37,426.24,673.74,702.42,508.9,639.63,485.95,685.47,413.02,1105.68,952.08,550.3,29.95,622.47,621.31,601.61
"K11784",3708.64,3619.75,4418.69,1320.27,2394.68,2619.17,2202.64,2767.18,2219.54,3762.2,1293.5,4580.69,4083.82,3096.85,324.26,4109.55,3257.59,3707.21
"K11785",3583.14,3443.25,4208.19,1178.27,2340.68,2509.67,1975.14,2522.18,1951.54,3572.2,1229.5,4325.19,3890.32,2925.85,284.26,3948.05,3126.09,3526.71
"K11787",93,42,99,62,83,92,43,42,41,102.33,26,205.33,207,229,25,63,66,57
"K11788",0.67,0.66,2.34,2.33,1.33,1.67,0,1,0,0,0,0,0,0,0,0,0,0.33
"K11808",14.5,17,18.5,8,7.5,7.5,4,4.5,9,15,12.5,73,39.5,19.5,0.5,6.5,9.5,6.5
"K11811",685.29,550.32,817.51,384,511.7,671.88,495.45,537.8,479.95,808.18,296.59,1131.81,939.91,730.3,137.51,545.04,440.76,474.09
"K11814",2.61,1.11,4,10.67,2.83,9.33,1.83,2.33,0,3,0,0,2.11,2,0,0,2.11,1.11
"K11815",2.22,1.22,2,10.67,1.33,7.33,0.33,2.33,0,3,0,0,1.22,1,0,0,2.22,1.22
"K11878",2,1,5,2,0,10,7,6,13,1,1,1,2,3,0,6,4,6
"K11890",1371.78,852.43,1577.81,677.5,1065.92,993.03,766.29,852.02,819.47,1517.49,689.8,1888.29,1810.32,1475.27,168.97,1238.27,1140.36,997.9
"K11891",3258.67,2182.39,3848.61,1700.11,2576.35,2543.64,2077.02,2287.49,2199.63,3478.35,1547.76,4598.32,4282.59999999999,3127.56,458.45,2908.35,2652.58,2433.17
"K11892",3147.45,2021.62,3701.89,1642.57,2403.5,2460.88,1986.07,2146.54,2143.3,3146.44,1374.29,4195.49,4001.20999999999,2995.61,439.71,2763.32,2547.12,2250.58
"K11893",3263.16,2150.47,3913.23,1725.74,2547.33,2572.11,2041.99,2265.05,2242.05,3099.34,1372.04,4101.58,4002.53999999999,3022.6,419.94,2857.06,2665.12,2365.41
"K11894",982.49,523.35,1165.54,475.78,744.6,711.89,379.18,413.31,349.7,720.23,367.54,743.59,986.95,847.72,61.79,628.7,600.75,483.42
"K11895",2891.26,1819.55,3423.74,1579.49,2238.5,2252.79,1809.74,1990.13,1995.88,2767.77,1218.88,3535.5,3549.04,2592.36,346.45,2360.98,2202.71,2005.33
"K11896",3030.32,1916.79,3602.41,1648.98,2352.49,2414.07,1876.26,2077.58,2064.51,3025.66,1295.22,3950.45,3904.20999999999,2874.37,433.75,2505.56,2367.44,2117.13
"K11897",1917.37,1170.63,2152.93,918.58,1442.73,1440.66,989.75,1070.45,1197.09,1754.57,713.15,2135.6,2390.3,1787.54,248.48,1548.19,1418.28,1214.98
"K11898",865.4,561.61,1060.9,539.35,729.47,652.49,552.01,642.3,666.02,817.51,358.23,1244.55,969.58,765.87,121.89,853.16,858.2,707.4
"K11899",337.93,141.93,369.5,151.79,213.14,219.71,100.93,109.43,94.21,111.86,48.79,216.07,148.71,129.43,26.5,102.36,107.14,60.79
"K11900",3164.43,2048.3,3790.88,1693.9,2454.33,2541.11,1972.57,2194.88,2153.3,3026.33,1349.78,4056.33,3889.7,2888.27,412.44,2656.06,2485.86,2213.65
"K11901",3300.49,2130.99,3973.07,1911.82,2635.06,2618.04,2196.81,2457.77,2458.09,3181.64,1484.42,4273.29,4015.18,2919.71,351.36,2893.75,2716.41,2443.94
"K11902",2088.05,1364.66,2325.11,962.43,1593.07,1551.49,1136.11,1225.15,1291.62,2131.6,885.15,2678.43,2773.82,2039.41,303.98,1826.56,1614.29,1435.83
"K11903",3454.05,2317.74,4254.14,1963.97,2779.29,2861.06,2350.02,2649.2,2545.35,3498.98,1607.17,4761.89,4421.54,3233.02,421.4,3020.64,2910.65,2641.03
"K11904",4547.25,2803.79,5383.68,2694.83,3463.97,3750,3267.39,3648.48,3895.45,4499.49,2013.25,6080.27,5667.13,4115.9,588.46,3622.22,3600.85,3172.78
"K11905",747.57,435.22,1128.38,611.21,609.18,832.37,615.44,779.72,674.88,536.24,291.79,715.75,688.6,554.55,54.63,491.45,510.5,462.73
"K11906",1983.3,1120.76,2525.69,1315.19,1528.68,1703.43,1343.73,1504.78,1533,1553.87,751.37,2166.36,2086.46,1407.27,171.15,1355.09,1308.17,1231
"K11907",2953.84,1856.14,3454.65,1582.66,2293.33,2260.78,1805.99,2019.21,2024.05,2762.68,1242.88,3678.16,3562.04,2622.28,350.94,2419.73,2256.79,2007.91
"K11908",18.66,22.33,17.33,19,16.66,6.99,41.99,58.66,60.33,28,25.66,46.66,29.99,10,1,29.32,43.34,22.67
"K11909",159.12,91.83,234.22,201.21,120.32,136.47,260.49,316.95,312.28,166.52,132.97,214.78,203.03,146.86,3.79,206.98,216.31,159.68
"K11910",615.48,315.97,832.29,501.96,491.93,565.45,498.44,582.39,562.63,417.07,237.87,582.99,537.93,402.21,38.63,371.87,396.99,336.73
"K11911",737.27,419.12,971.75,565.37,622.96,621.87,583.73,680.57,655.43,538.45,322.75,842.07,651.49,456.12,17.5,543.91,570.48,514.74
"K11912",3,0,2,1,2,4,1,0,0,2,0,1,2,7,0,0,2,0
"K11913",26,15.5,30.5,9,11.5,18,13,8.5,9.5,13,10,37,29,32,6,7,14,5.5
"K11914",3,0,2,1,2,4,1,1,0,3,0,3,2,7,1,0,2,1
"K11915",89.5,68.5,82.5,17.5,63,53,44.5,48,40.5,105,46.5,201.5,129,122,27.5,94.5,97,49.5
"K11916",0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1
"K11917",1,0.25,1.25,0.25,1.25,0.25,0.25,0,0.5,0.5,0,0,0.5,0,0,0.25,0.75,0.25
"K11918",1.67,3,5.83,3,3,14,0,1,1.33,14.33,6.83,24.17,17.16,30.66,8,0.83,3.33,3.83
"K11920",29.05,12.35,58.25,23.9,19.1,36.1,36.7,55.15,30.3,34.25,40.85,52.15,59.5,34.55,0,24.7,21,25.1
"K11921",505.49,367.76,795.47,433.16,466.24,562.17,496.02,638.41,549.66,638.25,339.21,903.93,784.49,553.82,45.69,553.1,569.81,521.61
"K11922",46.54,19.46,82.89,35.93,26.61,50.47,53.7,77.3,42.98,36.04,41.14,53.05,62.85,35.98,0.29,26.3,23.37,29.59
"K11923",892.18,509.44,1198.95,697.33,760.59,766.2,727.1,858.15,802.31,723.39,440.19,1093.02,841.51,578.37,19.48,699.55,728.23,656.93
"K11924",710.09,488.68,982.62,554.04,650.79,667.83,625.18,819.06,725.269999999999,903.2,509.569999999999,1386.29,1058.64,800.61,60.98,823.54,816.75,707.47
"K11925",892.18,511.44,1200.95,697.33,760.59,766.2,727.1,858.15,802.31,729.05,440.85,1093.02,883.51,644.37,22.8,699.55,728.23,656.93
"K11926",893.18,509.44,1202.95,698.33,761.59,769.2,730.1,862.15,802.31,725.39,441.19,1095.02,841.51,579.37,19.48,699.55,729.23,657.93
"K11927",9399.73000000001,7937.19,11326.51,4190.03,6993.46,7595.33,5751.46999999999,6666.60999999999,5853.75,9902.72,4507.65999999999,12520.3,12389.55,9393.72000000001,1150.31,10871.2,8543.73000000001,8534.61000000001
"K11928",2351.77,1575.68,2939.85,1641.4,2056.37,1928.88,1926.87,2267.63,2075.6,2372.79,1614.97,3677.17,2962.73,1949.27,136.41,2507.05,2374.61,2186.51
"K11929",391,277.75,590.17,374.51,381.51,419.93,412.24,515.82,477.46,483.02,285.83,725.5,569.53,411.53,12.85,487.27,481.77,460.36
"K11930",291.61,96.78,363.24,169.97,178.2,215.12,107.6,135.7,88.29,60.6,47.28,79.14,97.08,76.31,0.29,41.36,44.28,46.57
"K11931",366.29,242.52,515.86,340.05,385.89,348.64,370,448.64,501.93,411.5,215.34,637.28,484.86,341.33,18.59,421.1,441.53,367.46
"K11932",999.15,720.52,1486.8,930.12,967.01,1076.43,1056.74,1301.11,1187.9,1213.68,712.71,1783.75,1359.79,959.88,31.9,1232.55,1228.98,1154.1
"K11933",892.18,509.44,1198.95,697.33,761.59,766.2,727.1,858.15,802.31,724.39,439.19,1093.02,842.51,579.37,19.48,698.55,727.23,655.93
"K11934",639.75,436.68,911.95,564.37,608.45,600.489999999999,669.67,795.72,755.6,713.53,436.9,1075.45,819.8,563.94,19.48,690.69,715.09,643.64
"K11935",341.64,227.62,465.41,324.65,351.69,299.64,351.55,414.09,443.58,386.2,210.84,611.63,438.51,316.18,18.59,400.85,419.38,357.61
"K11936",399.11,286.3,553.69,353.8,407.32,359.87,394.65,458.26,497.68,505.83,250.04,727.41,567.08,415.88,28.26,447.92,488.12,392.22
"K11937",337.07,221.38,454.82,314.89,346.83,280.73,342.75,400.12,433.4,373.63,201.85,588.08,426.18,299.4,12.3,395.72,414.09,353.38
"K11938",620.09,413.18,892.12,542.04,590.79,591.829999999999,604.18,736.56,691.77,683.2,411.07,1025.79,787.64,553.11,17.98,659.54,668.25,618.97
"K11939",2392.14,1732.38,3254.35,1788.7,1996.29,2292.5,2820.51,3149.46,3090.24,2785.96,1473.07,4406.11,3673.14,2549.46,376.97,2495.58,2614.49,2071.67
"K11940",2747.75,2152.01,3586.94999999999,1536.54,2204.45,2503.49,2028.67,2286.22,2057.6,3405.86,1645.9,4099.28,4636.96999999999,3757.43999999999,425.48,4388.18999999999,3410.09,2940.64
"K11941",616.75,410.85,889.45,542.71,589.79,594.489999999999,604.18,737.56,688.1,685.54,412.07,1022.79,788.97,554.43,17.31,660.88,668.92,624.63
"K11942",1635.7,938.45,2148.96,1053.46,1346.1,1789.27,1480.82,1784.43,1513.28,1732.73,1144.3,2224.13,2425.98,1619.56,135.66,2374.26,1915.04,1701.98
"K11948",0,0,0.5,0,0,0,0,0,0,5,1.5,7.5,8.5,15,2,0.5,1,1.5
"K11950",1,1,1,0,1,1,0,0,0,4,1,1,2,0,0,3,5,1
"K11951",1,1,1,0,1,1,0,0,0,4,1,1,2,0,0,3,5,1
"K11952",1,1,1,0,1,1,0,0,0,4,1,1,2,0,0,3,5,1
"K11953",1.5,1,3.83,1.33,5.34,7.33,1,0,0,4,1,1,2.5,0,0,3,5,1
"K11954",1,1,10,1,3,9,0,10,6,6,1,1,3,1,0,3,5,1
"K11955",2,1,2,0,1,2,5,6,2,4,1,1,2,6,0,3,5,1
"K11956",96,77.5,104,35.5,40.5,53.5,98,59,67,116.5,41,319.5,123.5,106,24,112,133.5,96
"K11957",1,1,1,0,1,1,0,0,0,4,1,1,2,0,0,3,5,1
"K11958",10,2,3,6,9,5,9,2,0,23,7,4,12,15,0,7,6,2
"K11959",5305.35,4322.19999999999,6535.76,2285.27,4005.65999999999,4521.77999999999,3230.56,3593.29999999999,3034.36,6393.99,2992.96,7175.69,8355.96000000001,6425.98000000001,760.58,7224.9,5524.82,5042.23999999999
"K11960",4258.56999999999,3228.62,5273.19,1915.81,3208.17999999999,3609.16999999999,2798.62,3066.95,2647.24,4996.09999999999,2538.81,5871.35999999999,6701.82,5158.29,641.6,5731.78,4377.52999999999,3859.46999999999
"K11961",4249.56999999999,3226.62,5255.07,1911.31,3196.68,3595.41999999999,2797.12,3063.95,2645.24,4987.09999999999,2536.31,5864.35999999999,6698.82,5153.17,641.48,5730.78,4376.40999999999,3858.58999999999
"K11962",5057.56999999999,3798.11999999999,6285.69000000001,2189.81,3911.67999999999,4290.16999999999,3117.12,3412.44999999999,2938.74,6087.1,3006.81,6763.36,8110.32000000001,6495.29000000001,721.6,6656.78,5194.53,4507.96999999999
"K11963",4622.56999999999,3502.62,5656.07,2045.31,3531.67999999999,3866.41999999999,2931.12,3221.95,2775.24,5507.09999999999,2758.31,6302.36,7380.82000000001,5786.17,678.48,6195.78,4780.40999999999,4182.58999999999
"K11987",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11991",11977.71,9675.65,15021.45,6394.96999999999,9516.55,10294.89,9693.55999999999,11582.61,10284.85,12128.62,6414.02,16714.31,14719.75,10306.88,1116.23,14585.39,12383.94,11651.84
"K11996",14625.37,12588.41,17899.03,6812.76999999999,10589.3,11698.27,11183.31,13377.94,11613.6,15745.1,7269.22,20572.39,18627.51,14094.47,1689.14,18488.45,14995.03,14698.49
"K12048",33,48,65,28,36,39,31,41,41,31,26,51,33,24,2,26,50,40
"K12049",30.5,46,59.5,27,35,30.5,23.5,34.5,34.5,25.5,21,36.5,25.5,21,2,22,40,34
"K12050",30.5,46,59.5,27,35,30.5,23.5,34.5,34.5,25.5,21,36.5,25.5,21,2,22,40,34
"K12051",2.5,1,3,1,0.5,0.5,6.5,6.5,4,1,0.5,1.5,1,1.5,0,0.5,1.5,0.5
"K12052",30.5,46,59.5,27,35,30.5,23.5,34.5,34.5,25.5,21,36.5,25.5,21,2,22,40,34
"K12053",47,70,94,41,53,66,41,55,59,43,34,64,50,35,3,37,69,56
"K12055",298.02,187.2,433.68,288.2,299.54,260.71,298.5,385.01,344.86,329.04,171.52,509.38,373.37,272.48,23.34,329.54,353.01,312.2
"K12056",42.64,21.6,89.99,37.82,45.67,72.04,56.07,72.5,63.4,54.34,48.95,65.64,73.55,50.25,1.29,77.36,48.29,51.18
"K12057",40.39,19.85,82.74,35.99,43.34,68.04,49.74,66.92,54.57,56.09,45.7,59.39,78.72,51.5,2.29,81.36,48.46,56.68
"K12058",42.97,22.6,92.16,37.49,47.34,73.71,55.74,73.67,62.24,59.51,51.12,67.81,81.39,44.25,2.29,86.36,52.13,58.35
"K12059",10.06,3.85,13.94,10.99,19.34,17.44,10.74,14.05,21.1,16.09,5.7,13.39,10.72,14.5,1.29,47.36,22.46,23.68
"K12060",40.06,18.85,79.94,35.99,42.34,68.44,49.74,68.05,56.1,48.43,45.7,58.73,71.72,49.5,1.29,75.36,46.46,49.68
"K12061",41.06,19.85,82.94,35.99,43.34,68.44,49.74,68.05,56.1,56.09,45.7,59.39,78.72,51.5,2.29,81.36,48.46,56.68
"K12062",37.06,13.85,69.74,32.99,35.34,50.04,46.74,67.25,50.9,47.09,43.7,58.39,68.72,47.5,1.29,70.36,42.46,47.68
"K12063",45.23,26.35,88.07,40.39,50.34,73.04,51.74,73.05,57.13,65.39,52.2,76.29,86.15,56.57,2.29,83.36,50.86,59.28
"K12064",40.06,15.85,75.74,36.39,39.34,53.04,50.74,72.05,52.3,52.56,44.7,61.46,76.32,53.9,1.29,73.36,45.86,52.28
"K12065",71.73,37.85,145.57,51.99,66.34,99.04,72.74,102.75,77.73,49.09,44.7,62.39,78.55,48.67,1.29,70.36,43.46,48.68
"K12066",37.31,11.6,70.99,32.99,35.84,50.04,48.74,67,50.9,47.34,42.95,53.14,70.72,48.75,1.29,75.36,45.96,49.68
"K12067",73.31,37.6,150.99,54.39,68.84,100.04,76.74,108.8,79.3,53.14,44.95,61.54,86.32,55.15,1.29,77.36,48.36,53.28
"K12068",71.59,37.6,149.13,53.68,66.56,99.18,78.17,112.22,82.72,48.31,43.24,60.14,83.21,53.29,1.29,72.5,44.64,50.78
"K12069",0,0,0,0,0,0,0,0,0,1.33,0,0.33,0,0,0,0,0,0
"K12070",0,0,0,0,3,2,0,0,0,14,4,20,4,10,6,0,2,3
"K12071",5.67,2.66,9,1.67,11.33,5.17,2,4,2.17,59.01,7.34,85.83,64.84,51,27,6.17,22.84,21.67
"K12072",42.14,22.1,83.49,36.99,46.84,70.04,49.74,67.17,54.57,58.84,50.45,65.64,79.72,52.25,2.29,84.36,50.96,56.68
"K12073",30.5,21,27.5,13,13,22,4,4,8,21,17,22,50.5,28,6,42,28,28
"K12086",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12088",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12089",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12090",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12091",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12092",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12093",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12094",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12095",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12096",44.94,30.07,74.39,49.27,46.79,69.32,62.08,66.28,84.04,51.92,31.83,77.94,52,52.55,1.96,56.08,50.79,41.66
"K12097",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12098",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12099",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12101",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12102",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12103",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12104",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12105",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12107",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12108",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12109",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12110",2.5,2,4.5,1,1,0.5,6.5,6.5,4.5,4.5,5,13.5,3.5,2,0,3,8,5
"K12111",668.24,363.94,961.89,528.69,564.42,625.73,522.68,645.32,563.77,493.03,290.5,723.09,574.95,410.72,12.73,512.06,500.82,485.22
"K12112",651.99,351.94,931.39,522.69,549.92,604.73,517.68,636.32,536.77,481.03,274,710.09,562.45,392.72,12.73,490.06,487.82,476.72
"K12113",619.99,331.94,855.39,491.69,516.92,567.73,458.68,564.32,508.77,475.03,274,704.09,548.45,377.72,11.73,488.06,486.82,465.72
"K12136",100.68,70.85,152.74,87.51,104.06,78.91,134,172.27,152.58,83.24,73.99,135.07,126.87,63.38,1.29,65.33,85.97,65.11
"K12137",111.4,75.35,168.6,88.72,110.34,86.77,132.57,182.85,157.16,87.24,80.7,144.64,146.73,67.24,1.29,94.19,96.69,80.11
"K12138",100.68,70.85,152.74,87.51,104.06,78.91,134,172.27,152.58,83.24,73.99,135.07,126.87,63.38,1.29,65.33,85.97,65.11
"K12139",112.68,74.85,168.74,87.51,110.06,86.91,138,196.27,160.58,89.24,81.99,143.07,152.87,72.38,1.29,73.33,91.97,75.11
"K12140",1113.77,727.18,1114.07,505.51,868.39,765,716.08,920.92,795.82,1219.5,589.41,1304.47,1477.71,1186.37,136.88,1374.6,1200.97,850.94
"K12141",1163.77,777.18,1226.07,539.51,914.39,812.2,798.08,1039.92,917.82,1273.5,620.41,1379.47,1537.91,1249.57,137.88,1448.2,1258.97,900.34
"K12142",100.68,70.85,152.74,87.51,104.06,78.91,134,172.27,152.58,83.24,73.99,135.07,126.87,63.38,1.29,65.33,85.97,65.11
"K12143",107.68,74.99,162.74,87.51,107.2,84.91,138,185.27,159.58,87.38,78.28,142.78,139.87,68.09,1.43,74.33,92.54,76.4
"K12144",100.68,70.85,152.74,87.51,104.06,78.71,134,172.27,152.58,83.24,73.99,135.07,126.67,63.18,1.29,64.73,85.97,64.71
"K12145",100.68,70.85,152.74,87.51,104.06,78.91,134,172.27,152.58,83.24,73.99,135.07,126.87,63.38,1.29,65.33,85.97,65.11
"K12146",33.68,15.85,69.74,34.51,24.06,42.91,49,73.27,41.58,41.24,42.99,59.07,70.87,41.38,0.29,30.33,24.97,31.11
"K12147",562.09,374.18,820.12,505.04,522.79,561.83,555.18,689.56,631.77,667.2,403.07,986.79,757.64,537.11,16.98,646.54,643.25,602.97
"K12148",639.75,436.01,911.95,563.04,608.45,600.489999999999,669.67,795.72,755.6,713.53,436.9,1075.45,819.8,563.94,19.48,690.69,715.09,643.64
"K12149",689.48,470.86,975.35,606.86,677.79,632.859999999999,720.84,834.84,803.83,734.17,449.2,1116.69,853.93,575.38,19.77,704.28,739.78,658.95
"K12151",457,329.61,669.67,427.51,461.37,458.1,497.24,613.49,584.46,525.38,316.38,794.12,624.53,430.15,12.71,522.27,541.03,499.07
"K12152",686.4,461.31,975.9,580.34,641.43,646.799999999999,697.629999999999,820.69,769.59,772.83,463.86,1137.43,879.79,625.6,26.46,752,774.37,697.27
"K12202",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12203",131.43,136,143,75.57,123.29,125.57,66.57,87.57,65.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12204",131.43,136,143,75.57,123.29,125.57,66.57,87.57,65.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12205",131.43,136,141,74.57,123.29,125.57,66.57,87.57,58.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12206",131.43,136,143,75.57,123.29,125.57,66.57,87.57,65.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12207",4,0,4,1,14,8,3,7,14,2,2,0,2,0,1,50,21,18
"K12208",7,0,4,2,14,9,3,3,15,2,2,0,4,0,2,47,31,23
"K12209",40.43,26,57,13.57,61.29,36.57,17.57,15.57,36.43,105.29,58,130.14,97.43,95.29,18.29,121.29,94.14,66.71
"K12210",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12211",4.43,1,5,1.57,14.29,8.57,3.57,2.57,15.43,2.29,2,0.14,2.43,0.29,1.29,41.29,20.14,18.71
"K12212",93,105,87,61,66,93,50,70,43,212,83,240,361,168,36,223,138,138
"K12213",131.43,136,145,76.57,123.29,125.57,66.57,87.57,72.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12214",131.43,136,143,75.57,123.29,125.57,66.57,87.57,65.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12215",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12216",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12217",131.43,136,141,74.57,123.29,125.57,66.57,87.57,58.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12218",131.43,136,141,74.57,123.29,125.57,66.57,87.57,58.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12219",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12220",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,2,0
"K12221",93,105,87,61,66,93,50,70,43,212,83,240,361,168,36,223,138,138
"K12222",131.43,136,141,74.57,123.29,125.57,66.57,87.57,58.43,325.29,140,371.14,458.43,264.29,53.29,307.29,216.14,188.71
"K12223",93,105,87,61,66,93,50,65,43,212,83,240,361,168,36,214,136,138
"K12224",93,105,87,61,66,93,50,70,43,212,83,240,361,168,36,223,138,138
"K12225",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12226",4,0,4,1,14,8,3,2,14,2,2,0,2,0,1,41,19,18
"K12227",0.43,1,1,0.57,0.29,0.57,0.57,0.57,1.43,0.29,0,0.14,0.43,0.29,0.29,0.29,1.14,0.71
"K12228",0.43,1,1,0.57,0.29,0.57,0.57,0.57,1.43,0.29,0,0.14,0.43,0.29,0.29,0.29,1.14,0.71
"K12234",3019.95,2318.98,3647.9,1570.16,2280.27,2491.01,2949.74,3468.05,3238.48,3105.88,1497.99,5342.55,3774.44,2533.02,478.32,3745.57,3204.18,2912.73
"K12235",1.66,1.67,1.33,0.67,0,0.66,0,0,0.33,2.34,1,1,1.33,2.32,0.33,3.34,2.67,2.66
"K12237",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"K12238",6.25,2.5,8,5,6,10.75,4.25,3.5,5.25,23.25,6.25,26.75,43,27,7.75,5.25,8,6.5
"K12239",9.25,8.5,8,5,6,16.75,4.25,3.5,5.25,23.25,6.25,26.75,43,27,7.75,5.25,8,6.5
"K12240",64.84,57,80.5,43.16,133.92,67.91,42.92,72.25,56.33,71,48.75,94.5,120.25,98.75,10.75,68,77.75,67
"K12241",6.25,2.5,8,5,6,10.75,4.25,3.5,5.25,23.25,6.25,26.75,43,27,7.75,5.25,8,6.5
"K12242",87.17,79.17,133.34,46.25,63.58,59.17,71.26,110.08,115.08,106.33,64.33,161.17,165.75,138.92,18.75,91.42,118.58,99
