"","BulkRAG1","BulkRAG2","BulkRAG3","BulkRAG4","BulkTP1","BulkTP2","BulkTP3","BulkTP4","RAG1","RAG10","RAG11","RAG12","RAG13","RAG14","RAG15","RAG16","RAG2","RAG3","RAG4","RAG5","RAG6","RAG7","RAG8","RAG9","RTP1","RTP10","RTP11","RTP12","RTP13","RTP14","RTP15","RTP16","RTP2","RTP3","RTP4","RTP5","RTP6","RTP7","RTP8","RTP9"
"K06332",8894,8405,11107.5,8780.75,6145,6602,2559,3890,11971,7797.5,2819,3654.25,6237,6544.75,6994,2386,10035.75,11676,11524,7278,4693,13231.5,4236.5,13476,5835,6642,6249.25,3588,4887,5505,6024,4175,7016,5923.5,5651,7066,7476,5946,3600,6721
"K06333",8894,8839.5,11107.5,9155.25,6866.5,6602,2599.89,4366,12339.5,7797.5,2819,3654.25,6279.5,6544.75,6994,2386,10258.75,11834,11543,7710,4693,13870,4236.5,13476,6484,7464,6249.25,4219.5,5365,5548,6982,4423,7116,6517.5,5939,7559.5,8372,5946,3600,6958.39
"K06334",8894,12833.5,11107.5,9199.25,6866.5,6602,2599.89,4366,14508.5,7797.5,2819,4200.25,6279.5,6544.75,6994,2386,10258.75,11834,11543,7725,4693,13902.5,4569.5,13476,7339,8612,6249.25,4219.5,5365,5548,7185,4545,7116,6517.5,5939,8872.5,9105,6347,3600,7310.39
"K06335",282,1219,1159.5,307.75,527,759,340,415,1126,1339.5,0,376.25,254,1575.75,1077,0,1091.75,1635,1721,1054,727,1755.5,384.5,0,688,712,202.25,180,393,881,520,0,413,578.5,0,656,1050,936,0,895
"K06336",2026,2786,1159.5,307.75,1254,970,680,830,3022,2827.5,0,376.25,1578,3584.75,2254,0,2903.75,3558,3271,2204,914,4881.5,1679.5,3027,1643,1765,458.25,558,701,1668,1332,226,1069,1375,219,1658,1582,936,0,1449
"K06337",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06338",1902,110,1977.5,841,0,0,0,0,2629.5,233.5,0,0,906,0,0,0,0,1291,1330,982,1156,2577,0,0,0,0,0,0,0,0,696,0,0,430,0,0,562,0,0,0
"K06340",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06341",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06342",282,205,336.5,307.75,884,735,593,962,592,402.5,0,376.25,254,1575.75,0,0,596.75,0,0,0,0,664.5,384.5,0,1583,1016,1204.25,913,393,886,883,1495,675,1503,1003,1786,1248,1035,0,924
"K06343",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06344",4665,7796,5126.5,4395.5,4216,5265,2306,3145,8464.5,6349.5,0,3231.5,3844,6590.5,6970,0,7109.5,9894,9375,6071,3063,9223,3436,3027,4812,5104,3894.5,2657,4972,4742,4264,2454,5017,4600,3668,5247,5762,5847,3600,5339
"K06345",4383,5952,3820.5,4087.75,3689,4506,1966,2730,6827,5243.5,0,2433.25,3590,5758.75,5427,0,5465.75,7467,7000,4615,2336,7282.5,3051.5,3027,4124,4392,3692.25,2477,4579,3861,3744,2454,4604,4021.5,3668,4591,4712,4911,3600,4444
"K06346",47941.67,68949.84,49089.87,40132.92,71296.16,69148.26,58754.62,43102.24,84484.73,69639.81,11330,43054.15,52037.47,56892.41,53843.1,14754.5,72690.42,80068.34,67700.46,59210.9,22185.17,79955.23,23628,34093.33,77201.6,75382.27,65568.09,45271.77,74311.64,66801.14,68908.03,42550.67,67534.79,73403.46,53668.7,82696.82,74508.12,67185.13,23078.47,73378.79
"K06347",6992,8500,11107.5,7939.75,5248,6602,2559,3890,11563,7966.5,2819,3654.25,6040,7801.75,6994,2386,10518.75,11676,10194,7278,4693,9994.5,4236.5,13476,6373,6642,4950.25,3588,4887,5505,6024,4175,7016,6448.5,5651,7368,7476,5946,3600,5922
"K06348",6467,7564,8917.5,6584.75,5048,6008,2559,3692,8528,7148.5,2819,3654.25,4905,7801.75,6394,2181,9068.75,9322,9582,5800,3350,9066.5,4236.5,13476,5169,5947,4694.25,3210,4579,4747,5036,3949,6773,4999.5,5432,6402,6382,5946,3600,5368
"K06349",8894,9235,11590.5,8780.75,6145,6602,2559,3890,13070,7966.5,2819,4076.25,6237,8314.75,7460,2386,11070.75,12468,12178,7985,4693,14490.5,4236.5,13476,6373,6642,6249.25,3588,4887,5505,6024,4175,7016,6448.5,5651,7686,7476,5946,3600,6721
"K06350",7706,11897.5,12612.5,8992.75,7395.5,7852.5,3404.39,4233,18581.5,11706.5,2819,5673.25,9181,10431.75,9408,2789.5,14746.25,16443.5,16388,10968.5,5099,15127.5,4490.5,14214,8386,9130.5,7803.75,4718.5,7004,7191,8021.5,5132.5,8205.5,7809,6456.5,8884.5,9316,7055,3876,8608.39
"K06351",7706,11108,12612.5,8992.75,6708,7203,2922,3890,16597,10453.5,2819,5673.25,8135,10431.75,8542,2386,13436.75,14962,15156,9458,5099,13699.5,4490.5,14214,7879,8559,7290.25,4327,6316,6554,7421,4706,7662,7264.5,6022,8090,8660,6405,3777,7923
"K06352",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06354",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06359",0,0,673,0,0,0,0,0,471,467,0,0,0,5028,0,0,0,0,0,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06360",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06361",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06362",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,3771,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06363",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06364",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06365",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06366",0,0,673,0,0,0,0,0,471,467,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06367",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06368",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06369",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06370",8369,9408,11864.5,7425.75,5048,6767,2559,3692,12628,8254.5,2819,4076.25,5811,8314.75,7937,2181,11081.75,13040,13287,8238,5233,13332.5,4236.5,13476,5707,5947,4694.25,3210,4579,5094,5732,3949,6773,5954.5,5432,7022,6944,6882,3600,6263
"K06371",6003,4938,4302,3780,3889,3958,1966,2730,8736,4073,0,2057,3565,4183,4350,0,5223,6211,6609,4057,1796,8300,2667,3027,4929,4733,3746,2490,4494,3767,4036,2680,4847,4764.5,3887,5557,3922,3975,3600,3842
"K06372",0,1219,1159.5,0,527,759,340,415,1121.5,1339.5,0,0,0,1257,1077,0,978,1635,1721,1054,727,1628,0,0,688,712,0,0,0,881,520,0,413,578.5,0,656,1050,936,0,895
"K06373",9108.5,13293,11352,9155.25,7244.5,6602,2599.89,4366,15085.5,8230,2819,4692.75,6322.5,7801.75,7215.5,2386,11061.75,11948,11928.5,8053.5,4876.5,14710.5,4569.5,13476,8200,9175,6509.25,4219.5,5902,5710,7660.5,4548.5,7396,7042.5,6073.5,9454.5,9407,6941,3600,7567.39
"K06374",9108.5,13293,11352,9155.25,7244.5,6602,2599.89,4366,15085.5,8230,2819,4692.75,6322.5,7801.75,7215.5,2386,11061.75,11948,11928.5,8053.5,4876.5,14710.5,4569.5,13476,8200,9175,6599.25,4219.5,5902,5853,7660.5,4695.5,7396,7371.5,6073.5,9454.5,9407,6941,3600,7567.39
"K06375",6467,8394,9400.5,6584.75,5248,6219,2559,3692,10077,7317.5,2819,4076.25,5134,8314.75,6860,2181,10469.75,10493,10236,6698,3537,10108.5,4236.5,13476,5974,6288,4950.25,3588,4887,5000,5328,4175,7016,5742.5,5651,7368,6914,5946,3600,5922
"K06376",2357,3371,2661,3780,4046,4482,2219,3277,4607,2585,0,2057,2241,3431,3173,0,3411,4288,3729,2411,1609,3258,1372,0,5019,4696,4492,3215,4186,3866,4107,3949,4866,4946,4671,5721,5182,5010,3600,4734
"K06377",8894,17916,12562.5,8902.75,8322.16,8345.83,6172.66,4895,21613.67,14893.17,2819,4076.25,12174.49,12515.08,7460,2386,15599.92,18913.17,21408.67,15722.67,3537,20074.5,5356.5,13476,8102,8550,10599.58,4927.84,7115.18,7570.33,7234.66,6356.34,11747.16,7010.16,8255,9418.49,8871.49,7253.34,3600,10997.83
"K06378",9276,23702.5,14739.5,9559.25,12634.33,11264.5,8587.89,6918,26927.17,20027.17,3851,6619.25,9474.33,14561.08,13029,2502,18541.92,23958.67,22338.67,16040.67,6885,22490.5,4874.5,13997,14869.67,14739.33,13601.25,7888.5,11118.84,12101,12930.33,5853.67,13374.83,13198.83,10128,16799.83,14262.16,10062,3901,13309.39
"K06379",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12740,12197,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06380",6285,6157,3820.5,5769.75,4586,4506,1966,2730,7778,5412.5,0,2433.25,4496,5758.75,5427,0,5948.75,8758,7000,5597,3492,10932.5,3051.5,3027,4662,4392,4609.25,2477,4579,3861,4440,2454,4604,4976.5,3668,5211,5274,4911,3600,5243
"K06381",15515.5,22694.5,21233.5,13794.75,12749,11362,7799.89,7300,32591,18931.67,2995,11998.75,12960,18864.75,14383.5,2502,23438.75,27290.5,25418.5,18281.5,9622.5,27654.5,7678.5,18202,15621,15245,12251.25,9220.5,11297.67,12180,15426.5,6183.5,12526,14837.5,10032.5,18006.83,15875,11691,4300,14138.06
"K06382",8894,9669.5,11590.5,9155.25,6866.5,6602,2599.89,4366,13407.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7022,7464,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,8179.5,8221,6347,3600,7310.39
"K06383",8894,13663.5,11590.5,9111.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4403.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8112,4693,15161.5,4236.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8803,5946,3600,6958.39
"K06384",11321,13769.5,13297.5,11307.25,7763.5,6985,2599.89,4564,17630.5,8615.5,2819,3981.25,7425.5,7801.75,7594,2591,11342.75,13907,13466,9188,5849,18484,4236.5,13476,8276,8966,7548.25,4219.5,5365,6053,7475,4301,7116,7748.5,5939,9493.5,9516,5946,3600,7757.39
"K06385",9176,14888,12413.5,9581.5,7361,7361,2599.89,4366,16306,9072.5,2819,5652.5,6619,8633.5,8537,2386,12385.5,14501,13899,9308,5420,16351.5,4954,13476,8872,8612,6451.5,4512,5758,5938,6982,4423,7216,7042.5,5939,9352,10004,7283,3600,8368.89
"K06386",8894,10454,12413.5,8780.75,6145,7361,2559,3890,13956,9072.5,2819,4076.25,6237,8314.75,8537,2386,12048.75,14103,13899,9039,5420,15581.5,4236.5,13476,6373,6642,6249.25,3588,4887,5852,6024,4175,7016,6448.5,5651,7686,7476,6882,3600,7616
"K06387",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06388",0,205,336.5,0,0,0,0,0,353.5,402.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,185,0,0,0,0,0,0,0,0,272,0,0,261
"K06389",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06390",8894,13038.5,11107.5,9155.25,6866.5,6602,2599.89,4366,14829.5,7966.5,2819,4527.25,6322.5,7801.75,6994,2386,10741.75,11932,11524,7725,4693,14407,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06391",8894,9044.5,11107.5,9111.25,6866.5,6602,2599.89,4366,12660.5,7966.5,2819,3981.25,6322.5,7801.75,6994,2386,10741.75,11932,11524,7710,4693,14226,4236.5,13476,7022,7464,6249.25,4219.5,5365,5548,6779,4301,7116,7042.5,5939,8179.5,8221,5946,3600,6958.39
"K06392",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06393",8894,13038.5,11107.5,9155.25,6866.5,6602,2599.89,4366,14829.5,7966.5,2819,4527.25,6322.5,7801.75,6994,2386,10741.75,11932,11524,7725,4693,14407,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06394",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06395",8894,10292.5,11107.5,9111.25,6866.5,6602,2599.89,4366,14668.5,7966.5,2819,3981.25,6279.5,7801.75,6994,2386,10741.75,11818,11524,7405,4693,14283,4236.5,13476,7022,7464,6249.25,4219.5,5365,5548,6779,4301,7116,7042.5,5939,8179.5,8221,5946,3600,6958.39
"K06396",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06397",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06398",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12740,12197,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9492.5,8954,6347,3600,7310.39
"K06399",8894,13663.5,11590.5,9155.25,7031.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12740,12197,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5843,5548,6982,4423,7116,7157.5,6227,9175.5,8954,6347,3600,7310.39
"K06400",688.51,3453.99,1092.2,632.5,1437,1701.09,780.79,1413.4,3070.91,3681.8,0,1310.4,1897.31,83.5,1986.6,716.5,8188.49,12007.49,2682.79,9296.39,0,3123.91,489,0,1340.6,1382.1,1545.5,1795.6,1637.8,1735.8,1530.2,1099.5,1235.31,2230.3,1415.2,2136,5317.3,1144.8,429.79,2080.79
"K06401",8894,8500,11107.5,8780.75,6145,6602,2559,3890,12162,7966.5,2819,3654.25,6040,7801.75,6994,2386,10518.75,11676,11524,7278,4693,13644.5,4236.5,13476,6373,6642,6249.25,3588,4887,5505,6024,4175,7016,6448.5,5651,7686,7476,5946,3600,6721
"K06402",8894,13663.5,11590.5,9111.25,6701.5,6602,2599.89,4366,15545.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11717.75,13808,12197,8993,4693,14948,4569.5,13476,7877,8612,6249.25,4219.5,4887,5548,6779,4301,7116,6927.5,5651,9175.5,8803,6347,3600,7310.39
"K06403",8894,8295,11107.5,8824.75,6145,6602,2559,3890,12075,7797.5,2819,3654.25,6237,7801.75,6994,2386,10518.75,11676,11524,7278,4693,13644.5,4236.5,13476,6373,6642,6249.25,3588,4887,5505,6227,4297,7016,6448.5,5651,7686,7627,5946,3600,6721
"K06404",8894,8295,11107.5,8824.75,6145,6602,2559,3890,12075,7797.5,2819,3654.25,6237,7801.75,6994,2386,10518.75,11676,11524,7278,4693,13644.5,4236.5,13476,6373,6642,6249.25,3588,4887,5505,6227,4297,7016,6448.5,5651,7686,7627,5946,3600,6721
"K06405",9176,15464.5,12413.5,9463,7455.5,7361,2980.78,4781,16819,9568.5,2819,5325.5,6576.5,8633.5,8537,2386,12868.5,14375,14308,9181,5420,16380,4954,13476,9103,9324,6451.5,4584.5,5758,6429,7502,4423,7529,8146,5939,10451.5,10276,7283,3600,8540.28
"K06406",11260,16699.5,17510.5,11960,8814.5,8863,3573.78,5743,18520,11146.5,5638,6546.5,7891.5,10676.5,9504,4567,16471.5,16230,16500,10366,6434,18164,6139,23925,10148,10879,7453.5,5317.5,5758,7315,8794,5918,9698,9124,7703,12262.5,11946,8318,3600,9464.28
"K06407",14424,22712.5,21880,16561.75,12703.5,13963,5539.78,8671,24982,16216,5638,8979.75,10812.5,14426.25,14354,4772,22164.25,23216,22952,13831,8957,23692.5,7895.5,23925,15476,15966,11783.75,8172.5,10645,11934,12830,8598,14545,14164.5,11590,18137.5,17190,13229,7200,14462.28
"K06408",8894,9759,11590.5,9036.75,6893,6813,2559,4366,14209.5,8135.5,2819,4403.25,6269,8314.75,7460,2386,11919.75,12847,12178,7985,4880,15172.5,4236.5,13476,7827,7805,6505.25,3893.5,5673,5801,7274,4523,7359,7306.5,6158,8828.5,8330,5946,3600,7177.5
"K06409",12843,14542.83,13352.17,12146.25,8435.5,6791,2854,5505.67,19129.33,8200.5,2819,5174.25,8362.5,8637.75,7658.33,2386,11730.75,15558.67,13871,10694.67,7177.67,22300.83,4569.5,13691,9549,10481,7376.25,5448.17,6160.33,5780,10300.67,4671,7305,9191.5,6227,9733.83,11604.33,6347,3836.67,8557.84
"K06410",8894,9350.5,11590.5,8899.25,6639.5,6602,2559,3890,13376.5,7966.5,2819,4403.25,6322.5,8314.75,7460,2386,11070.75,12724,12178,8112,4693,14767,4236.5,13476,6373,6642,6249.25,3700.5,4887,5548,6024,4301,7116,6448.5,5651,8179.5,7627,5946,3600,6884.5
"K06411",8894,9350.5,11590.5,8899.25,6639.5,6602,2559,3890,13376.5,7966.5,2819,4403.25,6322.5,8314.75,7460,2386,11070.75,12724,12178,8112,4693,14767,4236.5,13476,6373,6642,6249.25,3700.5,4887,5548,6024,4301,7116,6448.5,5651,8179.5,7627,5946,3600,6884.5
"K06412",9835.17,15281.5,13183.53,9479.75,9727,8175.1,3974.79,5373.07,18197.74,10313.13,2819,6764.15,8262.47,9041.75,8635.1,2422,15642.08,15445,14269.8,10017.23,4980.5,17639.24,4984.5,13476,9557.27,10533.43,8027.25,5962.1,7452.47,7756.63,8800.03,5540.33,8663.3,9238.97,7542.53,11970.33,11375.47,8076.8,4314.3,9590.46
"K06413",8894,8610,11107.5,8780.75,6528,6602,2559,3890,12629.5,7966.5,2819,3981.25,6322.5,7801.75,6994,2386,10518.75,11790,11524,7583,4693,13864,4236.5,13476,7368,6642,6249.25,3700.5,4887,5548,6024,4175,7116,6448.5,5651,7862.5,7476,5946,3600,6884.5
"K06415",10268.34,12545.34,14159.5,9711.92,10256.83,11554.16,6559.39,6651.01,22397,13797,2819,7463.75,8326.18,12905.58,9216,2422,18391.58,21972.67,17014.99,12277.66,70272.01,19662.17,35115.33,16225.33,11789.67,12593,11445.09,6636,11363,9582.67,18235.33,8150.33,10698.16,12207,9556.33,15517.49,13360.33,11460.66,4913.17,11215.56
"K06416",9250.5,16096.67,13305.2,9610.5,9415,9638.6,4508.18,5486.4,18978.23,13392.3,2819,6092.9,8399.47,9316.5,9500.27,2386,16770.83,18504,17765.97,12780.23,5619,18308.9,5261.5,13537,10355.1,12294.77,8813.17,4987.1,7507.8,8041.47,8967.7,4852,9090.8,10260.8,6962.7,13108.66,12187.3,8785.13,3959.8,10901.85
"K06417",8369,7769,10558.5,8266.75,6145,6219,2559,3692,12162,7317.5,2819,3654.25,6040,7801.75,6394,2181,9917.75,10992,10912,6782,4693,13036.5,4236.5,13476,5974,6288,5867.25,3588,4887,5000,6024,4175,7016,6172.5,5651,7368,7476,5946,3600,6721
"K06418",564,2863,2319,615.5,927,1940,340,415,3826,2848,0,752.5,966,1894.5,2154,0,3621.5,4028,4222,2108,1828,3862,769,0,1760,1394,916.5,1671,1402,1734,1104,452,899,1539.5,438,1968,3980,1872,0,3681
"K06419",4947,5158,3334,4703.25,4973,4904,2559,3692,7764,4540,0,3185.75,4556,7653.25,4350,0,5930.25,6590,5279,3561,1983,7871.5,4205,3027,6241,6090,5610.75,4326,6374,4906,5211,4401,5765,5960.5,5109,7069,5974,5010,3600,5581
"K06421",6185,7564,8581,6277,5048,6008,2559,3692,8288,6915,2819,3278,4848,7483,6394,2181,8955,9322,9582,5800,3350,8939,3852,13476,5169,5947,4492,3030,4186,4747,5036,3949,6773,4999.5,5432,6402,6382,5946,3600,5368
"K06422",6992,10344,10772.5,7098.75,5248,7361,2559,3890,10963,9072.5,2819,4076.25,5331,8314.75,8537,2386,12048.75,12812,12569,7256,4264,11807.5,4236.5,13476,6373,6642,5332.25,3588,4887,5852,5328,4175,7016,6018.5,5651,7686,6914,6882,3600,6817
"K06423",8894,9350.5,11590.5,8899.25,6639.5,6602,2559,3890,13376.5,7966.5,2819,4403.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8112,4693,14586,4236.5,13476,6373,6642,6249.25,3700.5,4887,5548,6024,4301,7116,6448.5,5651,8179.5,7476,5946,3600,6884.5
"K06424",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06425",12995,14566,14591.5,12772.75,9896,11108,4565.89,6620,18631,12807.5,2819,5711.25,9573,10727.75,12421,2386,15870.75,19143,18914,11893,7029,20087.5,6903.5,16503,11146,11856,9739.25,6070,9073,9366,10523,6755,11620,10470,9319,12277,13054,10857,7200,11499.89
"K06426",8894,9125,11590.5,8780.75,6145,6602,2559,3890,12909,7966.5,2819,4076.25,6237,8314.75,7460,2386,11070.75,12468,12178,7680,4693,14366.5,4236.5,13476,6373,6642,6249.25,3588,4887,5505,6024,4175,7016,6448.5,5651,7686,7476,5946,3600,6721
"K06427",0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06428",6185,7769,8581,6277,5248,6219,2559,3692,9090,7084,2819,3278,4880,7483,6394,2181,9804,9701,9582,5800,3537,9259,3852,13476,5974,6288,4748,3223,4494,5000,5328,4175,7016,5742.5,5651,7368,5592,5946,3600,5661
"K06429",4101,5952,3484,3780,4046,5241,2219,3277,6587,5010,0,2057,3336,4183,5427,0,5352,7467,7000,4615,2336,6618,2667,3027,4481,4696,4492,3030,4186,4213,4107,3949,4866,4421,4671,5101,5960,5946,3600,5368
"K06430",0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06431",6185,7769,8917.5,6277,5048,6008,2559,3692,8875.5,7317.5,2819,3278,4651,7483,6394,2181,9438,9322,9582,5800,3350,8939,3852,13476,5707,5947,4492,3215,4186,4747,5036,3949,6773,5524.5,5432,7022,6654,5946,3600,5629
"K06432",6185,7564,8917.5,6277,5248,6219,2559,3692,8973.5,7148.5,2819,3278,4880,7483,6394,2181,9321,9701,9582,5800,3537,9259,3852,13476,5436,6288,4748,3408,4494,5000,5328,4175,7016,5217.5,5651,6748,6914,5946,3600,5922
"K06433",8369,7769,10222,8266.75,6145,6219,2559,3692,11926.5,7084,2819,3654.25,6040,7801.75,6394,2181,9917.75,10992,10912,6782,4693,13036.5,4236.5,13476,5974,6288,5867.25,3588,4887,5000,6024,4175,7016,6172.5,5651,7368,7476,5946,3600,6721
"K06434",8369,8198,10558.5,8478.75,6145,6219,2559,3692,12323,7317.5,2819,3654.25,6040,7801.75,6394,2181,9917.75,10992,10912,7278,4693,13522.5,4236.5,13476,6623,7110,5867.25,3588,4887,5000,6779,4175,7016,6172.5,5651,7685,8070,5946,3600,6721
"K06436",8369,8313.5,10558.5,8597.25,6483.5,6219,2640.78,4168,12629.5,7317.5,2819,3654.25,6082.5,7801.75,6394,2181,10140.75,11134,10912,7405,4693,13618,4236.5,13476,6623,7110,5867.25,4219.5,5365,5043,6779,4301,7116,6766.5,5939,8178.5,8070,5946,3600,7032.28
"K06437",0,0,336.5,0,0,0,0,0,235.5,233.5,0,0,0,1257,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06438",8894,13663.5,11590.5,9155.25,6866.5,6602,2599.89,4366,15576.5,7966.5,2819,4949.25,6322.5,8314.75,7460,2386,11293.75,12724,12178,8127,4693,15161.5,4569.5,13476,7877,8612,6249.25,4219.5,5365,5548,6982,4423,7116,7042.5,5939,9175.5,8954,6347,3600,7310.39
"K06439",2357,4009,2997.5,4204,3362,3958,1626,2315,5058.5,2818.5,0,2057,2470,2174,3173,0,3294,4667,3729,2411,1796,3765,1372,0,5001,5665,3746,2675,4494,3233,5026,2680,4434,3661,3887,4281,5382,3975,3600,4103
"K06440",2357,4009,2997.5,4204,3362,3958,1626,2315,5058.5,2818.5,0,2057,2470,2174,3173,0,3294,4667,3729,2411,1796,3765,1372,0,5001,5665,3746,2675,4494,3233,5026,2680,4434,3661,3887,4281,5382,3975,3600,4103
